Web Search interest
United States; 2004 - present

Interest over time
Week,Science
2007-05-06 - 2007-05-12,-17%
2007-05-13 - 2007-05-19,-20%
2007-05-20 - 2007-05-26,-23%
2007-05-27 - 2007-06-02,-27%
2007-06-03 - 2007-06-09,-30%
2007-06-10 - 2007-06-16,-34%
2007-06-17 - 2007-06-23,-39%
2007-06-24 - 2007-06-30,-40%
2007-07-01 - 2007-07-07,-45%
2007-07-08 - 2007-07-14,-39%
2007-07-15 - 2007-07-21,-41%
2007-07-22 - 2007-07-28,-43%
2007-07-29 - 2007-08-04,-44%
2007-08-05 - 2007-08-11,-41%
2007-08-12 - 2007-08-18,-38%
2007-08-19 - 2007-08-25,-37%
2007-08-26 - 2007-09-01,-23%
2007-09-02 - 2007-09-08,-21%
2007-09-09 - 2007-09-15,-15%
2007-09-16 - 2007-09-22,-12%
2007-09-23 - 2007-09-29,-12%
2007-09-30 - 2007-10-06,-11%
2007-10-07 - 2007-10-13,-15%
2007-10-14 - 2007-10-20,-13%
2007-10-21 - 2007-10-27,-16%
2007-10-28 - 2007-11-03,-16%
2007-11-04 - 2007-11-10,-13%
2007-11-11 - 2007-11-17,-13%
2007-11-18 - 2007-11-24,-34%
2007-11-25 - 2007-12-01,-20%
2007-12-02 - 2007-12-08,-15%
2007-12-09 - 2007-12-15,-17%
2007-12-16 - 2007-12-22,-33%
2007-12-23 - 2007-12-29,-57%
2007-12-30 - 2008-01-05,-45%
2008-01-06 - 2008-01-12,-28%
2008-01-13 - 2008-01-19,-26%
2008-01-20 - 2008-01-26,-26%
2008-01-27 - 2008-02-02,-20%
2008-02-03 - 2008-02-09,-20%
2008-02-10 - 2008-02-16,-21%
2008-02-17 - 2008-02-23,-11%
2008-02-24 - 2008-03-01,-17%
2008-03-02 - 2008-03-08,-20%
2008-03-09 - 2008-03-15,-20%
2008-03-16 - 2008-03-22,-28%
2008-03-23 - 2008-03-29,-24%
2008-03-30 - 2008-04-05,-20%
2008-04-06 - 2008-04-12,-17%
2008-04-13 - 2008-04-19,-15%
2008-04-20 - 2008-04-26,-11%
2008-04-27 - 2008-05-03,-17%
2008-05-04 - 2008-05-10,-18%
2008-05-11 - 2008-05-17,-21%
2008-05-18 - 2008-05-24,-27%
2008-05-25 - 2008-05-31,-28%
2008-06-01 - 2008-06-07,-30%
2008-06-08 - 2008-06-14,-33%
2008-06-15 - 2008-06-21,-39%
2008-06-22 - 2008-06-28,-40%
2008-06-29 - 2008-07-05,-41%
2008-07-06 - 2008-07-12,-41%
2008-07-13 - 2008-07-19,-40%
2008-07-20 - 2008-07-26,-41%
2008-07-27 - 2008-08-02,-41%
2008-08-03 - 2008-08-09,-43%
2008-08-10 - 2008-08-16,-40%
2008-08-17 - 2008-08-23,-40%
2008-08-24 - 2008-08-30,-29%
2008-08-31 - 2008-09-06,-24%
2008-09-07 - 2008-09-13,+2%
2008-09-14 - 2008-09-20,-13%
2008-09-21 - 2008-09-27,-12%
2008-09-28 - 2008-10-04,-13%
2008-10-05 - 2008-10-11,-15%
2008-10-12 - 2008-10-18,-16%
2008-10-19 - 2008-10-25,-15%
2008-10-26 - 2008-11-01,-17%
2008-11-02 - 2008-11-08,-21%
2008-11-09 - 2008-11-15,-18%
2008-11-16 - 2008-11-22,-16%
2008-11-23 - 2008-11-29,-33%
2008-11-30 - 2008-12-06,-15%
2008-12-07 - 2008-12-13,-18%
2008-12-14 - 2008-12-20,-29%
2008-12-21 - 2008-12-27,-59%
2008-12-28 - 2009-01-03,-57%
2009-01-04 - 2009-01-10,-29%
2009-01-11 - 2009-01-17,-24%
2009-01-18 - 2009-01-24,-28%
2009-01-25 - 2009-01-31,-20%
2009-02-01 - 2009-02-07,-17%
2009-02-08 - 2009-02-14,-17%
2009-02-15 - 2009-02-21,-21%
2009-02-22 - 2009-02-28,-15%
2009-03-01 - 2009-03-07,-17%
2009-03-08 - 2009-03-14,-17%
2009-03-15 - 2009-03-21,-20%
2009-03-22 - 2009-03-28,-20%
2009-03-29 - 2009-04-04,-16%
2009-04-05 - 2009-04-11,-23%
2009-04-12 - 2009-04-18,-22%
2009-04-19 - 2009-04-25,-10%
2009-04-26 - 2009-05-02,-17%
2009-05-03 - 2009-05-09,-17%
2009-05-10 - 2009-05-16,-20%
2009-05-17 - 2009-05-23,-23%
2009-05-24 - 2009-05-30,-28%
2009-05-31 - 2009-06-06,-29%
2009-06-07 - 2009-06-13,-32%
2009-06-14 - 2009-06-20,-39%
2009-06-21 - 2009-06-27,-41%
2009-06-28 - 2009-07-04,-43%
2009-07-05 - 2009-07-11,-43%
2009-07-12 - 2009-07-18,-41%
2009-07-19 - 2009-07-25,-39%
2009-07-26 - 2009-08-01,-41%
2009-08-02 - 2009-08-08,-44%
2009-08-09 - 2009-08-15,-37%
2009-08-16 - 2009-08-22,-38%
2009-08-23 - 2009-08-29,-32%
2009-08-30 - 2009-09-05,-22%
2009-09-06 - 2009-09-12,-18%
2009-09-13 - 2009-09-19,-12%
2009-09-20 - 2009-09-26,-11%
2009-09-27 - 2009-10-03,-11%
2009-10-04 - 2009-10-10,-11%
2009-10-11 - 2009-10-17,-15%
2009-10-18 - 2009-10-24,-11%
2009-10-25 - 2009-10-31,-15%
2009-11-01 - 2009-11-07,-17%
2009-11-08 - 2009-11-14,-15%
2009-11-15 - 2009-11-21,-11%
2009-11-22 - 2009-11-28,-32%
2009-11-29 - 2009-12-05,-12%
2009-12-06 - 2009-12-12,-15%
2009-12-13 - 2009-12-19,-23%
2009-12-20 - 2009-12-26,-52%
2009-12-27 - 2010-01-02,-56%
2010-01-03 - 2010-01-09,-33%
2010-01-10 - 2010-01-16,-24%
2010-01-17 - 2010-01-23,-24%
2010-01-24 - 2010-01-30,-18%
2010-01-31 - 2010-02-06,-18%
2010-02-07 - 2010-02-13,-22%
2010-02-14 - 2010-02-20,-22%
2010-02-21 - 2010-02-27,-11%
2010-02-28 - 2010-03-06,-12%
2010-03-07 - 2010-03-13,-15%
2010-03-14 - 2010-03-20,-17%
2010-03-21 - 2010-03-27,-18%
2010-03-28 - 2010-04-03,-23%
2010-04-04 - 2010-04-10,-18%
2010-04-11 - 2010-04-17,-13%
2010-04-18 - 2010-04-24,-11%
2010-04-25 - 2010-05-01,-10%
2010-05-02 - 2010-05-08,-16%
2010-05-09 - 2010-05-15,-20%
2010-05-16 - 2010-05-22,-22%
2010-05-23 - 2010-05-29,-26%
2010-05-30 - 2010-06-05,-27%
2010-06-06 - 2010-06-12,-30%
2010-06-13 - 2010-06-19,-35%
2010-06-20 - 2010-06-26,-40%
2010-06-27 - 2010-07-03,-43%
2010-07-04 - 2010-07-10,-45%
2010-07-11 - 2010-07-17,-43%
2010-07-18 - 2010-07-24,-44%
2010-07-25 - 2010-07-31,-44%
2010-08-01 - 2010-08-07,-44%
2010-08-08 - 2010-08-14,-39%
2010-08-15 - 2010-08-21,-41%
2010-08-22 - 2010-08-28,-30%
2010-08-29 - 2010-09-04,-24%
2010-09-05 - 2010-09-11,-24%
2010-09-12 - 2010-09-18,-18%
2010-09-19 - 2010-09-25,-12%
2010-09-26 - 2010-10-02,-13%
2010-10-03 - 2010-10-09,-15%
2010-10-10 - 2010-10-16,-16%
2010-10-17 - 2010-10-23,-15%
2010-10-24 - 2010-10-30,-17%
2010-10-31 - 2010-11-06,-23%
2010-11-07 - 2010-11-13,-20%
2010-11-14 - 2010-11-20,-17%
2010-11-21 - 2010-11-27,-37%
2010-11-28 - 2010-12-04,-20%
2010-12-05 - 2010-12-11,-20%
2010-12-12 - 2010-12-18,-27%
2010-12-19 - 2010-12-25,-35%
2010-12-26 - 2011-01-01,-57%
2011-01-02 - 2011-01-08,-37%
2011-01-09 - 2011-01-15,-30%
2011-01-16 - 2011-01-22,-29%
2011-01-23 - 2011-01-29,-23%
2011-01-30 - 2011-02-05,-26%
2011-02-06 - 2011-02-12,-23%
2011-02-13 - 2011-02-19,-21%
2011-02-20 - 2011-02-26,-23%
2011-02-27 - 2011-03-05,-21%
2011-03-06 - 2011-03-12,-22%
2011-03-13 - 2011-03-19,-21%
2011-03-20 - 2011-03-26,-23%
2011-03-27 - 2011-04-02,-22%
2011-04-03 - 2011-04-09,-22%
2011-04-10 - 2011-04-16,-23%
2011-04-17 - 2011-04-23,-23%
2011-04-24 - 2011-04-30,-24%
2011-05-01 - 2011-05-07,-24%
2011-05-08 - 2011-05-14,-24%
2011-05-15 - 2011-05-21,-20%
2011-05-22 - 2011-05-28,-18%
2011-05-29 - 2011-06-04,-23%
2011-06-05 - 2011-06-11,-22%
2011-06-12 - 2011-06-18,-23%
2011-06-19 - 2011-06-25,-32%
2011-06-26 - 2011-07-02,-32%
2011-07-03 - 2011-07-09,-35%
2011-07-10 - 2011-07-16,-34%
2011-07-17 - 2011-07-23,-33%
2011-07-24 - 2011-07-30,-34%
2011-07-31 - 2011-08-06,-35%
2011-08-07 - 2011-08-13,-33%
2011-08-14 - 2011-08-20,-32%
2011-08-21 - 2011-08-27,-21%
2011-08-28 - 2011-09-03,-16%
2011-09-04 - 2011-09-10,-15%
2011-09-11 - 2011-09-17,-5%
2011-09-18 - 2011-09-24,-4%
2011-09-25 - 2011-10-01,-1%
2011-10-02 - 2011-10-08,+22%
2011-10-09 - 2011-10-15,-7%
2011-10-16 - 2011-10-22,-5%
2011-10-23 - 2011-10-29,-5%
2011-10-30 - 2011-11-05,-6%
2011-11-06 - 2011-11-12,-5%
2011-11-13 - 2011-11-19,-9%
2011-11-20 - 2011-11-26,-30%
2011-11-27 - 2011-12-03,-9%
2011-12-04 - 2011-12-10,-1%
2011-12-11 - 2011-12-17,-13%
2011-12-18 - 2011-12-24,-37%
2011-12-25 - 2011-12-31,-49%
2012-01-01 - 2012-01-07,-28%
2012-01-08 - 2012-01-14,-20%
2012-01-15 - 2012-01-21,-20%
2012-01-22 - 2012-01-28,-9%
2012-01-29 - 2012-02-04,-7%
2012-02-05 - 2012-02-11,-10%
2012-02-12 - 2012-02-18,-11%
2012-02-19 - 2012-02-25,-15%
2012-02-26 - 2012-03-03,-7%
2012-03-04 - 2012-03-10,-4%
2012-03-11 - 2012-03-17,-10%
2012-03-18 - 2012-03-24,-11%
2012-03-25 - 2012-03-31,-16%
2012-04-01 - 2012-04-07,-18%
2012-04-08 - 2012-04-14,-13%
2012-04-15 - 2012-04-21,-10%
2012-04-22 - 2012-04-28,-11%
2012-04-29 - 2012-05-05,-7%
2012-05-06 - 2012-05-12,-11%
2012-05-13 - 2012-05-19,-12%
2012-05-20 - 2012-05-26,-18%
2012-05-27 - 2012-06-02,-26%
2012-06-03 - 2012-06-09,-22%
2012-06-10 - 2012-06-16,-32%
2012-06-17 - 2012-06-23,-33%
2012-06-24 - 2012-06-30,-35%
2012-07-01 - 2012-07-07,-34%
2012-07-08 - 2012-07-14,-33%
2012-07-15 - 2012-07-21,-34%
2012-07-22 - 2012-07-28,-37%
2012-07-29 - 2012-08-04,-38%
2012-08-05 - 2012-08-11,-34%
2012-08-12 - 2012-08-18,-32%
2012-08-19 - 2012-08-25,-28%
2012-08-26 - 2012-09-01,-16%
2012-09-02 - 2012-09-08,-15%
2012-09-09 - 2012-09-15,-5%
2012-09-16 - 2012-09-22,-5%
2012-09-23 - 2012-09-29,-5%
2012-09-30 - 2012-10-06,-5%
2012-10-07 - 2012-10-13,-10%
2012-10-14 - 2012-10-20,-6%
2012-10-21 - 2012-10-27,-7%
2012-10-28 - 2012-11-03,-11%
2012-11-04 - 2012-11-10,-13%
2012-11-11 - 2012-11-17,-11%
2012-11-18 - 2012-11-24,-34%
2012-11-25 - 2012-12-01,-11%
2012-12-02 - 2012-12-08,-12%
2012-12-09 - 2012-12-15,-9%
2012-12-16 - 2012-12-22,-27%
2012-12-23 - 2012-12-29,-52%
2012-12-30 - 2013-01-05,-44%
2013-01-06 - 2013-01-12,-20%
2013-01-13 - 2013-01-19,-12%
2013-01-20 - 2013-01-26,-16%
2013-01-27 - 2013-02-02,-10%
2013-02-03 - 2013-02-09,-7%
2013-02-10 - 2013-02-16,-6%
2013-02-17 - 2013-02-23,-13%
2013-02-24 - 2013-03-02,-6%
2013-03-03 - 2013-03-09,-5%
2013-03-10 - 2013-03-16,-13%
2013-03-17 - 2013-03-23,-12%
2013-03-24 - 2013-03-30,-20%
2013-03-31 - 2013-04-06,-15%
2013-04-07 - 2013-04-13,-7%
2013-04-14 - 2013-04-20,-12%
2013-04-21 - 2013-04-27,-4%
2013-04-28 - 2013-05-04,-7%
2013-05-05 - 2013-05-11,-12%
2013-05-12 - 2013-05-18,-15%
2013-05-19 - 2013-05-25,-17%
2013-05-26 - 2013-06-01,-24%
2013-06-02 - 2013-06-08,-26%
2013-06-09 - 2013-06-15,-28%
2013-06-16 - 2013-06-22,-33%
2013-06-23 - 2013-06-29,-34%
2013-06-30 - 2013-07-06,-41%
2013-07-07 - 2013-07-13,-35%
2013-07-14 - 2013-07-20,-37%
2013-07-21 - 2013-07-27,-34%
2013-07-28 - 2013-08-03,-39%
2013-08-04 - 2013-08-10,-35%
2013-08-11 - 2013-08-17,-30%
2013-08-18 - 2013-08-24,-28%
2013-08-25 - 2013-08-31,-18%
2013-09-01 - 2013-09-07,-12%
2013-09-08 - 2013-09-14,-4%
2013-09-15 - 2013-09-21,-2%
2013-09-22 - 2013-09-28,+1%
2013-09-29 - 2013-10-05,+0%
2013-10-06 - 2013-10-12,+0%
2013-10-13 - 2013-10-19,-2%
2013-10-20 - 2013-10-26,-4%
2013-10-27 - 2013-11-02,-4%
2013-11-03 - 2013-11-09,-4%
2013-11-10 - 2013-11-16,-6%
2013-11-17 - 2013-11-23,-9%
2013-11-24 - 2013-11-30,-30%
2013-12-01 - 2013-12-07,-9%
2013-12-08 - 2013-12-14,-6%
2013-12-15 - 2013-12-21,-18%
2013-12-22 - 2013-12-28,-51%
2013-12-29 - 2014-01-04,-46%
2014-01-05 - 2014-01-11,-22%
2014-01-12 - 2014-01-18,-9%
2014-01-19 - 2014-01-25,-13%
2014-01-26 - 2014-02-01,-9%
2014-02-02 - 2014-02-08,-6%
2014-02-09 - 2014-02-15,-9%
2014-02-16 - 2014-02-22,-11%
2014-02-23 - 2014-03-01,-1%
2014-03-02 - 2014-03-08,-7%
2014-03-09 - 2014-03-15,-5%
2014-03-16 - 2014-03-22,-5%
2014-03-23 - 2014-03-29,-6%
2014-03-30 - 2014-04-05,-4%
2014-04-06 - 2014-04-12,-1%
2014-04-13 - 2014-04-19,-1%
2014-04-20 - 2014-04-26,-2%
2014-04-27 - 2014-05-03,-5%
2014-05-04 - 2014-05-10,-6%
2014-05-11 - 2014-05-17,-7%
2014-05-18 - 2014-05-24,-10%
2014-05-25 - 2014-05-31,-21%
2014-06-01 - 2014-06-07,-20%
2014-06-08 - 2014-06-14,-23%
2014-06-15 - 2014-06-21,-29%
2014-06-22 - 2014-06-28,-35%
2014-06-29 - 2014-07-05,-37%
2014-07-06 - 2014-07-12,-33%
2014-07-13 - 2014-07-19,-30%
2014-07-20 - 2014-07-26,-33%
2014-07-27 - 2014-08-02,-34%
2014-08-03 - 2014-08-09,-30%
2014-08-10 - 2014-08-16,-29%
2014-08-17 - 2014-08-23,-26%
2014-08-24 - 2014-08-30,-13%
2014-08-31 - 2014-09-06,-9%
2014-09-07 - 2014-09-13,+1%
2014-09-14 - 2014-09-20,-21%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
math,100
science,60
java,40
windows 7,30
calculator,25
periodic table,25
chemistry,25
physics,25
cool math,25
biology,20
dna,20
animals,20
algebra,20
brain,20
javascript,15
fractions,15
jquery,15
ocean,15
multiplication,15
study island,15



Rising searches
jquery,Breakout
windows 7,Breakout
coolmath,+4,850%
cool math,+4,000%
study island,+3,600%
calculator,+350%
javascript,+160%
fractions,+150%
multiplication,+120%
java,+110%



