YouTube Search interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Home & Garden
2009-07-12 - 2009-07-18,+24%
2009-07-19 - 2009-07-25,+24%
2009-07-26 - 2009-08-01,+24%
2009-08-02 - 2009-08-08,+24%
2009-08-09 - 2009-08-15,+27%
2009-08-16 - 2009-08-22,+27%
2009-08-23 - 2009-08-29,+30%
2009-08-30 - 2009-09-05,+24%
2009-09-06 - 2009-09-12,+30%
2009-09-13 - 2009-09-19,+21%
2009-09-20 - 2009-09-26,+24%
2009-09-27 - 2009-10-03,+27%
2009-10-04 - 2009-10-10,+30%
2009-10-11 - 2009-10-17,+27%
2009-10-18 - 2009-10-24,+30%
2009-10-25 - 2009-10-31,+33%
2009-11-01 - 2009-11-07,+30%
2009-11-08 - 2009-11-14,+45%
2009-11-15 - 2009-11-21,+48%
2009-11-22 - 2009-11-28,+48%
2009-11-29 - 2009-12-05,+52%
2009-12-06 - 2009-12-12,+52%
2009-12-13 - 2009-12-19,+45%
2009-12-20 - 2009-12-26,+52%
2009-12-27 - 2010-01-02,+55%
2010-01-03 - 2010-01-09,+55%
2010-01-10 - 2010-01-16,+45%
2010-01-17 - 2010-01-23,+39%
2010-01-24 - 2010-01-30,+45%
2010-01-31 - 2010-02-06,+33%
2010-02-07 - 2010-02-13,+39%
2010-02-14 - 2010-02-20,+30%
2010-02-21 - 2010-02-27,+33%
2010-02-28 - 2010-03-06,+33%
2010-03-07 - 2010-03-13,+33%
2010-03-14 - 2010-03-20,+30%
2010-03-21 - 2010-03-27,+33%
2010-03-28 - 2010-04-03,+39%
2010-04-04 - 2010-04-10,+30%
2010-04-11 - 2010-04-17,+33%
2010-04-18 - 2010-04-24,+30%
2010-04-25 - 2010-05-01,+33%
2010-05-02 - 2010-05-08,+33%
2010-05-09 - 2010-05-15,+27%
2010-05-16 - 2010-05-22,+30%
2010-05-23 - 2010-05-29,+30%
2010-05-30 - 2010-06-05,+30%
2010-06-06 - 2010-06-12,+27%
2010-06-13 - 2010-06-19,+27%
2010-06-20 - 2010-06-26,+24%
2010-06-27 - 2010-07-03,+21%
2010-07-04 - 2010-07-10,+27%
2010-07-11 - 2010-07-17,+24%
2010-07-18 - 2010-07-24,+27%
2010-07-25 - 2010-07-31,+24%
2010-08-01 - 2010-08-07,+24%
2010-08-08 - 2010-08-14,+24%
2010-08-15 - 2010-08-21,+24%
2010-08-22 - 2010-08-28,+27%
2010-08-29 - 2010-09-04,+27%
2010-09-05 - 2010-09-11,+27%
2010-09-12 - 2010-09-18,+27%
2010-09-19 - 2010-09-25,+27%
2010-09-26 - 2010-10-02,+24%
2010-10-03 - 2010-10-09,+27%
2010-10-10 - 2010-10-16,+27%
2010-10-17 - 2010-10-23,+27%
2010-10-24 - 2010-10-30,+24%
2010-10-31 - 2010-11-06,+24%
2010-11-07 - 2010-11-13,+24%
2010-11-14 - 2010-11-20,+27%
2010-11-21 - 2010-11-27,+30%
2010-11-28 - 2010-12-04,+30%
2010-12-05 - 2010-12-11,+27%
2010-12-12 - 2010-12-18,+30%
2010-12-19 - 2010-12-25,+27%
2010-12-26 - 2011-01-01,+30%
2011-01-02 - 2011-01-08,+45%
2011-01-09 - 2011-01-15,+42%
2011-01-16 - 2011-01-22,+67%
2011-01-23 - 2011-01-29,+48%
2011-01-30 - 2011-02-05,+42%
2011-02-06 - 2011-02-12,+36%
2011-02-13 - 2011-02-19,+36%
2011-02-20 - 2011-02-26,+39%
2011-02-27 - 2011-03-05,+48%
2011-03-06 - 2011-03-12,+61%
2011-03-13 - 2011-03-19,+55%
2011-03-20 - 2011-03-26,+48%
2011-03-27 - 2011-04-02,+58%
2011-04-03 - 2011-04-09,+64%
2011-04-10 - 2011-04-16,+61%
2011-04-17 - 2011-04-23,+58%
2011-04-24 - 2011-04-30,+55%
2011-05-01 - 2011-05-07,+55%
2011-05-08 - 2011-05-14,+70%
2011-05-15 - 2011-05-21,+64%
2011-05-22 - 2011-05-28,+64%
2011-05-29 - 2011-06-04,+67%
2011-06-05 - 2011-06-11,+73%
2011-06-12 - 2011-06-18,+67%
2011-06-19 - 2011-06-25,+67%
2011-06-26 - 2011-07-02,+70%
2011-07-03 - 2011-07-09,+76%
2011-07-10 - 2011-07-16,+73%
2011-07-17 - 2011-07-23,+82%
2011-07-24 - 2011-07-30,+70%
2011-07-31 - 2011-08-06,+70%
2011-08-07 - 2011-08-13,+64%
2011-08-14 - 2011-08-20,+64%
2011-08-21 - 2011-08-27,+61%
2011-08-28 - 2011-09-03,+64%
2011-09-04 - 2011-09-10,+55%
2011-09-11 - 2011-09-17,+55%
2011-09-18 - 2011-09-24,+55%
2011-09-25 - 2011-10-01,+58%
2011-10-02 - 2011-10-08,+58%
2011-10-09 - 2011-10-15,+58%
2011-10-16 - 2011-10-22,+55%
2011-10-23 - 2011-10-29,+55%
2011-10-30 - 2011-11-05,+58%
2011-11-06 - 2011-11-12,+55%
2011-11-13 - 2011-11-19,+55%
2011-11-20 - 2011-11-26,+61%
2011-11-27 - 2011-12-03,+64%
2011-12-04 - 2011-12-10,+64%
2011-12-11 - 2011-12-17,+64%
2011-12-18 - 2011-12-24,+64%
2011-12-25 - 2011-12-31,+64%
2012-01-01 - 2012-01-07,+70%
2012-01-08 - 2012-01-14,+70%
2012-01-15 - 2012-01-21,+70%
2012-01-22 - 2012-01-28,+73%
2012-01-29 - 2012-02-04,+79%
2012-02-05 - 2012-02-11,+70%
2012-02-12 - 2012-02-18,+67%
2012-02-19 - 2012-02-25,+76%
2012-02-26 - 2012-03-03,+79%
2012-03-04 - 2012-03-10,+76%
2012-03-11 - 2012-03-17,+85%
2012-03-18 - 2012-03-24,+82%
2012-03-25 - 2012-03-31,+82%
2012-04-01 - 2012-04-07,+79%
2012-04-08 - 2012-04-14,+85%
2012-04-15 - 2012-04-21,+85%
2012-04-22 - 2012-04-28,+91%
2012-04-29 - 2012-05-05,+82%
2012-05-06 - 2012-05-12,+88%
2012-05-13 - 2012-05-19,+91%
2012-05-20 - 2012-05-26,+100%
2012-05-27 - 2012-06-02,+97%
2012-06-03 - 2012-06-09,+88%
2012-06-10 - 2012-06-16,+106%
2012-06-17 - 2012-06-23,+106%
2012-06-24 - 2012-06-30,+100%
2012-07-01 - 2012-07-07,+97%
2012-07-08 - 2012-07-14,+100%
2012-07-15 - 2012-07-21,+100%
2012-07-22 - 2012-07-28,+103%
2012-07-29 - 2012-08-04,+100%
2012-08-05 - 2012-08-11,+109%
2012-08-12 - 2012-08-18,+103%
2012-08-19 - 2012-08-25,+106%
2012-08-26 - 2012-09-01,+100%
2012-09-02 - 2012-09-08,+103%
2012-09-09 - 2012-09-15,+94%
2012-09-16 - 2012-09-22,+94%
2012-09-23 - 2012-09-29,+100%
2012-09-30 - 2012-10-06,+97%
2012-10-07 - 2012-10-13,+103%
2012-10-14 - 2012-10-20,+106%
2012-10-21 - 2012-10-27,+112%
2012-10-28 - 2012-11-03,+109%
2012-11-04 - 2012-11-10,+106%
2012-11-11 - 2012-11-17,+109%
2012-11-18 - 2012-11-24,+106%
2012-11-25 - 2012-12-01,+112%
2012-12-02 - 2012-12-08,+106%
2012-12-09 - 2012-12-15,+97%
2012-12-16 - 2012-12-22,+100%
2012-12-23 - 2012-12-29,+109%
2012-12-30 - 2013-01-05,+121%
2013-01-06 - 2013-01-12,+115%
2013-01-13 - 2013-01-19,+115%
2013-01-20 - 2013-01-26,+112%
2013-01-27 - 2013-02-02,+112%
2013-02-03 - 2013-02-09,+112%
2013-02-10 - 2013-02-16,+100%
2013-02-17 - 2013-02-23,+115%
2013-02-24 - 2013-03-02,+106%
2013-03-03 - 2013-03-09,+109%
2013-03-10 - 2013-03-16,+115%
2013-03-17 - 2013-03-23,+112%
2013-03-24 - 2013-03-30,+127%
2013-03-31 - 2013-04-06,+133%
2013-04-07 - 2013-04-13,+121%
2013-04-14 - 2013-04-20,+155%
2013-04-21 - 2013-04-27,+142%
2013-04-28 - 2013-05-04,+130%
2013-05-05 - 2013-05-11,+124%
2013-05-12 - 2013-05-18,+127%
2013-05-19 - 2013-05-25,+127%
2013-05-26 - 2013-06-01,+139%
2013-06-02 - 2013-06-08,+133%
2013-06-09 - 2013-06-15,+133%
2013-06-16 - 2013-06-22,+133%
2013-06-23 - 2013-06-29,+130%
2013-06-30 - 2013-07-06,+130%
2013-07-07 - 2013-07-13,+133%
2013-07-14 - 2013-07-20,+130%
2013-07-21 - 2013-07-27,+133%
2013-07-28 - 2013-08-03,+127%
2013-08-04 - 2013-08-10,+130%
2013-08-11 - 2013-08-17,+127%
2013-08-18 - 2013-08-24,+127%
2013-08-25 - 2013-08-31,+118%
2013-09-01 - 2013-09-07,+127%
2013-09-08 - 2013-09-14,+115%
2013-09-15 - 2013-09-21,+118%
2013-09-22 - 2013-09-28,+112%
2013-09-29 - 2013-10-05,+112%
2013-10-06 - 2013-10-12,+115%
2013-10-13 - 2013-10-19,+115%
2013-10-20 - 2013-10-26,+124%
2013-10-27 - 2013-11-02,+118%
2013-11-03 - 2013-11-09,+115%
2013-11-10 - 2013-11-16,+127%
2013-11-17 - 2013-11-23,+115%
2013-11-24 - 2013-11-30,+127%
2013-12-01 - 2013-12-07,+118%
2013-12-08 - 2013-12-14,+115%
2013-12-15 - 2013-12-21,+115%
2013-12-22 - 2013-12-28,+121%
2013-12-29 - 2014-01-04,+136%
2014-01-05 - 2014-01-11,+139%
2014-01-12 - 2014-01-18,+127%
2014-01-19 - 2014-01-25,+130%
2014-01-26 - 2014-02-01,+130%
2014-02-02 - 2014-02-08,+118%
2014-02-09 - 2014-02-15,+127%
2014-02-16 - 2014-02-22,+127%
2014-02-23 - 2014-03-01,+136%
2014-03-02 - 2014-03-08,+127%
2014-03-09 - 2014-03-15,+133%
2014-03-16 - 2014-03-22,+136%
2014-03-23 - 2014-03-29,+145%
2014-03-30 - 2014-04-05,+139%
2014-04-06 - 2014-04-12,+133%
2014-04-13 - 2014-04-19,+136%
2014-04-20 - 2014-04-26,+145%
2014-04-27 - 2014-05-03,+139%
2014-05-04 - 2014-05-10,+173%
2014-05-11 - 2014-05-17,+167%
2014-05-18 - 2014-05-24,+158%
2014-05-25 - 2014-05-31,+161%
2014-06-01 - 2014-06-07,+164%
2014-06-08 - 2014-06-14,+176%
2014-06-15 - 2014-06-21,+176%
2014-06-22 - 2014-06-28,+179%
2014-06-29 - 2014-07-05,+191%
2014-07-06 - 2014-07-12,+191%
2014-07-13 - 2014-07-19,+203%
2014-07-20 - 2014-07-26,+188%
2014-07-27 - 2014-08-02,+185%
2014-08-03 - 2014-08-09,+191%
2014-08-10 - 2014-08-16,+188%
2014-08-17 - 2014-08-23,+179%
2014-08-24 - 2014-08-30,+173%
2014-08-31 - 2014-09-06,+179%
2014-09-07 - 2014-09-13,+161%
2014-09-14 - 2014-09-20,+173%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
commercial,100
bed,95
paint,95
minecraft,90
lights,75
pool,45
swimming pools,45
california king bed,40
kendrick lamar,40
light,40
shower,40
erb,35
on the floor,35
trap,30
bad romance,30
vines,25
tool,25
doors,20
saw,20
chainsaw,20



Rising searches
bad romance,Breakout
california king bed,Breakout
chandelier,Breakout
erb,Breakout
kendrick lamar,Breakout
minecraft,Breakout
swimming pools,Breakout
vines,Breakout
on the floor,+700%
trap,+400%



