YouTube Search interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Travel
2009-02-08 - 2009-02-14,-12%
2009-02-15 - 2009-02-21,+2%
2009-02-22 - 2009-02-28,-10%
2009-03-01 - 2009-03-07,-7%
2009-03-08 - 2009-03-14,-9%
2009-03-15 - 2009-03-21,+0%
2009-03-22 - 2009-03-28,-3%
2009-03-29 - 2009-04-04,-3%
2009-04-05 - 2009-04-11,-3%
2009-04-12 - 2009-04-18,-7%
2009-04-19 - 2009-04-25,-5%
2009-04-26 - 2009-05-02,+2%
2009-05-03 - 2009-05-09,-2%
2009-05-10 - 2009-05-16,+0%
2009-05-17 - 2009-05-23,+0%
2009-05-24 - 2009-05-30,+9%
2009-05-31 - 2009-06-06,+3%
2009-06-07 - 2009-06-13,+10%
2009-06-14 - 2009-06-20,+14%
2009-06-21 - 2009-06-27,+3%
2009-06-28 - 2009-07-04,+17%
2009-07-05 - 2009-07-11,+28%
2009-07-12 - 2009-07-18,+21%
2009-07-19 - 2009-07-25,+17%
2009-07-26 - 2009-08-01,+17%
2009-08-02 - 2009-08-08,+16%
2009-08-09 - 2009-08-15,+17%
2009-08-16 - 2009-08-22,+17%
2009-08-23 - 2009-08-29,+16%
2009-08-30 - 2009-09-05,+9%
2009-09-06 - 2009-09-12,+12%
2009-09-13 - 2009-09-19,+3%
2009-09-20 - 2009-09-26,+5%
2009-09-27 - 2009-10-03,+5%
2009-10-04 - 2009-10-10,+3%
2009-10-11 - 2009-10-17,+10%
2009-10-18 - 2009-10-24,+7%
2009-10-25 - 2009-10-31,+2%
2009-11-01 - 2009-11-07,-2%
2009-11-08 - 2009-11-14,+0%
2009-11-15 - 2009-11-21,-2%
2009-11-22 - 2009-11-28,-5%
2009-11-29 - 2009-12-05,-5%
2009-12-06 - 2009-12-12,-5%
2009-12-13 - 2009-12-19,-5%
2009-12-20 - 2009-12-26,-7%
2009-12-27 - 2010-01-02,+0%
2010-01-03 - 2010-01-09,+9%
2010-01-10 - 2010-01-16,+0%
2010-01-17 - 2010-01-23,-2%
2010-01-24 - 2010-01-30,+0%
2010-01-31 - 2010-02-06,-5%
2010-02-07 - 2010-02-13,-5%
2010-02-14 - 2010-02-20,-5%
2010-02-21 - 2010-02-27,+19%
2010-02-28 - 2010-03-06,+9%
2010-03-07 - 2010-03-13,+0%
2010-03-14 - 2010-03-20,-3%
2010-03-21 - 2010-03-27,-2%
2010-03-28 - 2010-04-03,+2%
2010-04-04 - 2010-04-10,+5%
2010-04-11 - 2010-04-17,+2%
2010-04-18 - 2010-04-24,+2%
2010-04-25 - 2010-05-01,+2%
2010-05-02 - 2010-05-08,+5%
2010-05-09 - 2010-05-15,+0%
2010-05-16 - 2010-05-22,+3%
2010-05-23 - 2010-05-29,+2%
2010-05-30 - 2010-06-05,+5%
2010-06-06 - 2010-06-12,+2%
2010-06-13 - 2010-06-19,+3%
2010-06-20 - 2010-06-26,+5%
2010-06-27 - 2010-07-03,+3%
2010-07-04 - 2010-07-10,+7%
2010-07-11 - 2010-07-17,+9%
2010-07-18 - 2010-07-24,+9%
2010-07-25 - 2010-07-31,+10%
2010-08-01 - 2010-08-07,+5%
2010-08-08 - 2010-08-14,+9%
2010-08-15 - 2010-08-21,+10%
2010-08-22 - 2010-08-28,+3%
2010-08-29 - 2010-09-04,+3%
2010-09-05 - 2010-09-11,+2%
2010-09-12 - 2010-09-18,-3%
2010-09-19 - 2010-09-25,-2%
2010-09-26 - 2010-10-02,+2%
2010-10-03 - 2010-10-09,+2%
2010-10-10 - 2010-10-16,+2%
2010-10-17 - 2010-10-23,-3%
2010-10-24 - 2010-10-30,-3%
2010-10-31 - 2010-11-06,-5%
2010-11-07 - 2010-11-13,-5%
2010-11-14 - 2010-11-20,-5%
2010-11-21 - 2010-11-27,-7%
2010-11-28 - 2010-12-04,-5%
2010-12-05 - 2010-12-11,-5%
2010-12-12 - 2010-12-18,+0%
2010-12-19 - 2010-12-25,-5%
2010-12-26 - 2011-01-01,-3%
2011-01-02 - 2011-01-08,+3%
2011-01-09 - 2011-01-15,-2%
2011-01-16 - 2011-01-22,+0%
2011-01-23 - 2011-01-29,+0%
2011-01-30 - 2011-02-05,-3%
2011-02-06 - 2011-02-12,-5%
2011-02-13 - 2011-02-19,-3%
2011-02-20 - 2011-02-26,-3%
2011-02-27 - 2011-03-05,-7%
2011-03-06 - 2011-03-12,+0%
2011-03-13 - 2011-03-19,-3%
2011-03-20 - 2011-03-26,-5%
2011-03-27 - 2011-04-02,-3%
2011-04-03 - 2011-04-09,-2%
2011-04-10 - 2011-04-16,+2%
2011-04-17 - 2011-04-23,+0%
2011-04-24 - 2011-04-30,+7%
2011-05-01 - 2011-05-07,+0%
2011-05-08 - 2011-05-14,-2%
2011-05-15 - 2011-05-21,+12%
2011-05-22 - 2011-05-28,+16%
2011-05-29 - 2011-06-04,+12%
2011-06-05 - 2011-06-11,+16%
2011-06-12 - 2011-06-18,+17%
2011-06-19 - 2011-06-25,+14%
2011-06-26 - 2011-07-02,+19%
2011-07-03 - 2011-07-09,+19%
2011-07-10 - 2011-07-16,+17%
2011-07-17 - 2011-07-23,+19%
2011-07-24 - 2011-07-30,+21%
2011-07-31 - 2011-08-06,+16%
2011-08-07 - 2011-08-13,+16%
2011-08-14 - 2011-08-20,+16%
2011-08-21 - 2011-08-27,+16%
2011-08-28 - 2011-09-03,+14%
2011-09-04 - 2011-09-10,+5%
2011-09-11 - 2011-09-17,+7%
2011-09-18 - 2011-09-24,+5%
2011-09-25 - 2011-10-01,+7%
2011-10-02 - 2011-10-08,+3%
2011-10-09 - 2011-10-15,+14%
2011-10-16 - 2011-10-22,+5%
2011-10-23 - 2011-10-29,+7%
2011-10-30 - 2011-11-05,+5%
2011-11-06 - 2011-11-12,+5%
2011-11-13 - 2011-11-19,+5%
2011-11-20 - 2011-11-26,+0%
2011-11-27 - 2011-12-03,+7%
2011-12-04 - 2011-12-10,+5%
2011-12-11 - 2011-12-17,+7%
2011-12-18 - 2011-12-24,+9%
2011-12-25 - 2011-12-31,+12%
2012-01-01 - 2012-01-07,+19%
2012-01-08 - 2012-01-14,+26%
2012-01-15 - 2012-01-21,+34%
2012-01-22 - 2012-01-28,+24%
2012-01-29 - 2012-02-04,+21%
2012-02-05 - 2012-02-11,+16%
2012-02-12 - 2012-02-18,+16%
2012-02-19 - 2012-02-25,+21%
2012-02-26 - 2012-03-03,+29%
2012-03-04 - 2012-03-10,+31%
2012-03-11 - 2012-03-17,+26%
2012-03-18 - 2012-03-24,+28%
2012-03-25 - 2012-03-31,+26%
2012-04-01 - 2012-04-07,+34%
2012-04-08 - 2012-04-14,+31%
2012-04-15 - 2012-04-21,+34%
2012-04-22 - 2012-04-28,+34%
2012-04-29 - 2012-05-05,+28%
2012-05-06 - 2012-05-12,+29%
2012-05-13 - 2012-05-19,+31%
2012-05-20 - 2012-05-26,+33%
2012-05-27 - 2012-06-02,+43%
2012-06-03 - 2012-06-09,+40%
2012-06-10 - 2012-06-16,+43%
2012-06-17 - 2012-06-23,+67%
2012-06-24 - 2012-06-30,+57%
2012-07-01 - 2012-07-07,+50%
2012-07-08 - 2012-07-14,+50%
2012-07-15 - 2012-07-21,+47%
2012-07-22 - 2012-07-28,+48%
2012-07-29 - 2012-08-04,+45%
2012-08-05 - 2012-08-11,+41%
2012-08-12 - 2012-08-18,+45%
2012-08-19 - 2012-08-25,+45%
2012-08-26 - 2012-09-01,+38%
2012-09-02 - 2012-09-08,+36%
2012-09-09 - 2012-09-15,+40%
2012-09-16 - 2012-09-22,+41%
2012-09-23 - 2012-09-29,+38%
2012-09-30 - 2012-10-06,+43%
2012-10-07 - 2012-10-13,+50%
2012-10-14 - 2012-10-20,+67%
2012-10-21 - 2012-10-27,+48%
2012-10-28 - 2012-11-03,+50%
2012-11-04 - 2012-11-10,+43%
2012-11-11 - 2012-11-17,+41%
2012-11-18 - 2012-11-24,+40%
2012-11-25 - 2012-12-01,+50%
2012-12-02 - 2012-12-08,+53%
2012-12-09 - 2012-12-15,+48%
2012-12-16 - 2012-12-22,+53%
2012-12-23 - 2012-12-29,+53%
2012-12-30 - 2013-01-05,+50%
2013-01-06 - 2013-01-12,+57%
2013-01-13 - 2013-01-19,+57%
2013-01-20 - 2013-01-26,+50%
2013-01-27 - 2013-02-02,+45%
2013-02-03 - 2013-02-09,+53%
2013-02-10 - 2013-02-16,+55%
2013-02-17 - 2013-02-23,+53%
2013-02-24 - 2013-03-02,+52%
2013-03-03 - 2013-03-09,+48%
2013-03-10 - 2013-03-16,+53%
2013-03-17 - 2013-03-23,+53%
2013-03-24 - 2013-03-30,+55%
2013-03-31 - 2013-04-06,+47%
2013-04-07 - 2013-04-13,+45%
2013-04-14 - 2013-04-20,+45%
2013-04-21 - 2013-04-27,+47%
2013-04-28 - 2013-05-04,+53%
2013-05-05 - 2013-05-11,+50%
2013-05-12 - 2013-05-18,+59%
2013-05-19 - 2013-05-25,+57%
2013-05-26 - 2013-06-01,+64%
2013-06-02 - 2013-06-08,+60%
2013-06-09 - 2013-06-15,+72%
2013-06-16 - 2013-06-22,+64%
2013-06-23 - 2013-06-29,+72%
2013-06-30 - 2013-07-06,+64%
2013-07-07 - 2013-07-13,+66%
2013-07-14 - 2013-07-20,+64%
2013-07-21 - 2013-07-27,+69%
2013-07-28 - 2013-08-03,+66%
2013-08-04 - 2013-08-10,+60%
2013-08-11 - 2013-08-17,+57%
2013-08-18 - 2013-08-24,+55%
2013-08-25 - 2013-08-31,+47%
2013-09-01 - 2013-09-07,+47%
2013-09-08 - 2013-09-14,+41%
2013-09-15 - 2013-09-21,+57%
2013-09-22 - 2013-09-28,+41%
2013-09-29 - 2013-10-05,+38%
2013-10-06 - 2013-10-12,+38%
2013-10-13 - 2013-10-19,+34%
2013-10-20 - 2013-10-26,+36%
2013-10-27 - 2013-11-02,+33%
2013-11-03 - 2013-11-09,+31%
2013-11-10 - 2013-11-16,+34%
2013-11-17 - 2013-11-23,+33%
2013-11-24 - 2013-11-30,+31%
2013-12-01 - 2013-12-07,+33%
2013-12-08 - 2013-12-14,+38%
2013-12-15 - 2013-12-21,+31%
2013-12-22 - 2013-12-28,+36%
2013-12-29 - 2014-01-04,+47%
2014-01-05 - 2014-01-11,+47%
2014-01-12 - 2014-01-18,+43%
2014-01-19 - 2014-01-25,+50%
2014-01-26 - 2014-02-01,+38%
2014-02-02 - 2014-02-08,+38%
2014-02-09 - 2014-02-15,+43%
2014-02-16 - 2014-02-22,+45%
2014-02-23 - 2014-03-01,+41%
2014-03-02 - 2014-03-08,+48%
2014-03-09 - 2014-03-15,+55%
2014-03-16 - 2014-03-22,+53%
2014-03-23 - 2014-03-29,+55%
2014-03-30 - 2014-04-05,+53%
2014-04-06 - 2014-04-12,+53%
2014-04-13 - 2014-04-19,+55%
2014-04-20 - 2014-04-26,+50%
2014-04-27 - 2014-05-03,+50%
2014-05-04 - 2014-05-10,+47%
2014-05-11 - 2014-05-17,+48%
2014-05-18 - 2014-05-24,+47%
2014-05-25 - 2014-05-31,+50%
2014-06-01 - 2014-06-07,+55%
2014-06-08 - 2014-06-14,+55%
2014-06-15 - 2014-06-21,+59%
2014-06-22 - 2014-06-28,+59%
2014-06-29 - 2014-07-05,+59%
2014-07-06 - 2014-07-12,+60%
2014-07-13 - 2014-07-19,+72%
2014-07-20 - 2014-07-26,+62%
2014-07-27 - 2014-08-02,+60%
2014-08-03 - 2014-08-09,+62%
2014-08-10 - 2014-08-16,+50%
2014-08-17 - 2014-08-23,+47%
2014-08-24 - 2014-08-30,+53%
2014-08-31 - 2014-09-06,+48%
2014-09-07 - 2014-09-13,+43%
2014-09-14 - 2014-09-20,+45%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
ride,100
train,75
cruise,75
disney,75
roller coaster,60
beach,60
six flags,55
weeknd,50
the weeknd,45
vegas,45
disneyland,45
disney world,40
flight,35
hotel,35
bus,35
las vegas,35
aventura,30
some nights,25
florida georgia line,25
trinidad james,25



Rising searches
florida georgia line,Breakout
fun some nights,Breakout
some nights,Breakout
the weeknd,Breakout
trinidad james,Breakout
weeknd,Breakout
airplanes,+800%
cruise,+160%
airplane,+120%
castle,+100%



