Google Shopping interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,News
2009-07-12 - 2009-07-18,-38%
2009-07-19 - 2009-07-25,-32%
2009-07-26 - 2009-08-01,-38%
2009-08-02 - 2009-08-08,-35%
2009-08-09 - 2009-08-15,-38%
2009-08-16 - 2009-08-22,-41%
2009-08-23 - 2009-08-29,-29%
2009-08-30 - 2009-09-05,-35%
2009-09-06 - 2009-09-12,-38%
2009-09-13 - 2009-09-19,-35%
2009-09-20 - 2009-09-26,-32%
2009-09-27 - 2009-10-03,-32%
2009-10-04 - 2009-10-10,-32%
2009-10-11 - 2009-10-17,-21%
2009-10-18 - 2009-10-24,-26%
2009-10-25 - 2009-10-31,-26%
2009-11-01 - 2009-11-07,-24%
2009-11-08 - 2009-11-14,-29%
2009-11-15 - 2009-11-21,-35%
2009-11-22 - 2009-11-28,-41%
2009-11-29 - 2009-12-05,-35%
2009-12-06 - 2009-12-12,-26%
2009-12-13 - 2009-12-19,-26%
2009-12-20 - 2009-12-26,-24%
2009-12-27 - 2010-01-02,-29%
2010-01-03 - 2010-01-09,-15%
2010-01-10 - 2010-01-16,-24%
2010-01-17 - 2010-01-23,-32%
2010-01-24 - 2010-01-30,-35%
2010-01-31 - 2010-02-06,-32%
2010-02-07 - 2010-02-13,-32%
2010-02-14 - 2010-02-20,-38%
2010-02-21 - 2010-02-27,-35%
2010-02-28 - 2010-03-06,-35%
2010-03-07 - 2010-03-13,-35%
2010-03-14 - 2010-03-20,-32%
2010-03-21 - 2010-03-27,-32%
2010-03-28 - 2010-04-03,-38%
2010-04-04 - 2010-04-10,-35%
2010-04-11 - 2010-04-17,-32%
2010-04-18 - 2010-04-24,-38%
2010-04-25 - 2010-05-01,-35%
2010-05-02 - 2010-05-08,-29%
2010-05-09 - 2010-05-15,-32%
2010-05-16 - 2010-05-22,-32%
2010-05-23 - 2010-05-29,-35%
2010-05-30 - 2010-06-05,-32%
2010-06-06 - 2010-06-12,-26%
2010-06-13 - 2010-06-19,-32%
2010-06-20 - 2010-06-26,-32%
2010-06-27 - 2010-07-03,-32%
2010-07-04 - 2010-07-10,-32%
2010-07-11 - 2010-07-17,-29%
2010-07-18 - 2010-07-24,-35%
2010-07-25 - 2010-07-31,-29%
2010-08-01 - 2010-08-07,-35%
2010-08-08 - 2010-08-14,-35%
2010-08-15 - 2010-08-21,-32%
2010-08-22 - 2010-08-28,-35%
2010-08-29 - 2010-09-04,-35%
2010-09-05 - 2010-09-11,-38%
2010-09-12 - 2010-09-18,-32%
2010-09-19 - 2010-09-25,-32%
2010-09-26 - 2010-10-02,-32%
2010-10-03 - 2010-10-09,-26%
2010-10-10 - 2010-10-16,-26%
2010-10-17 - 2010-10-23,-29%
2010-10-24 - 2010-10-30,-26%
2010-10-31 - 2010-11-06,-21%
2010-11-07 - 2010-11-13,-26%
2010-11-14 - 2010-11-20,-32%
2010-11-21 - 2010-11-27,-44%
2010-11-28 - 2010-12-04,-26%
2010-12-05 - 2010-12-11,-15%
2010-12-12 - 2010-12-18,-9%
2010-12-19 - 2010-12-25,-12%
2010-12-26 - 2011-01-01,-15%
2011-01-02 - 2011-01-08,-18%
2011-01-09 - 2011-01-15,-18%
2011-01-16 - 2011-01-22,-18%
2011-01-23 - 2011-01-29,-15%
2011-01-30 - 2011-02-05,-18%
2011-02-06 - 2011-02-12,-21%
2011-02-13 - 2011-02-19,-24%
2011-02-20 - 2011-02-26,-21%
2011-02-27 - 2011-03-05,-18%
2011-03-06 - 2011-03-12,-18%
2011-03-13 - 2011-03-19,-21%
2011-03-20 - 2011-03-26,-21%
2011-03-27 - 2011-04-02,-21%
2011-04-03 - 2011-04-09,-18%
2011-04-10 - 2011-04-16,-18%
2011-04-17 - 2011-04-23,-21%
2011-04-24 - 2011-04-30,-18%
2011-05-01 - 2011-05-07,-18%
2011-05-08 - 2011-05-14,-26%
2011-05-15 - 2011-05-21,-21%
2011-05-22 - 2011-05-28,-21%
2011-05-29 - 2011-06-04,-15%
2011-06-05 - 2011-06-11,-21%
2011-06-12 - 2011-06-18,-24%
2011-06-19 - 2011-06-25,-21%
2011-06-26 - 2011-07-02,-21%
2011-07-03 - 2011-07-09,-24%
2011-07-10 - 2011-07-16,-24%
2011-07-17 - 2011-07-23,-21%
2011-07-24 - 2011-07-30,-21%
2011-07-31 - 2011-08-06,-24%
2011-08-07 - 2011-08-13,-29%
2011-08-14 - 2011-08-20,-24%
2011-08-21 - 2011-08-27,-29%
2011-08-28 - 2011-09-03,-24%
2011-09-04 - 2011-09-10,-21%
2011-09-11 - 2011-09-17,-24%
2011-09-18 - 2011-09-24,-29%
2011-09-25 - 2011-10-01,-29%
2011-10-02 - 2011-10-08,-26%
2011-10-09 - 2011-10-15,-29%
2011-10-16 - 2011-10-22,-26%
2011-10-23 - 2011-10-29,-24%
2011-10-30 - 2011-11-05,-15%
2011-11-06 - 2011-11-12,-24%
2011-11-13 - 2011-11-19,-26%
2011-11-20 - 2011-11-26,-32%
2011-11-27 - 2011-12-03,-26%
2011-12-04 - 2011-12-10,-21%
2011-12-11 - 2011-12-17,-21%
2011-12-18 - 2011-12-24,-21%
2011-12-25 - 2011-12-31,-21%
2012-01-01 - 2012-01-07,-21%
2012-01-08 - 2012-01-14,+32%
2012-01-15 - 2012-01-21,+35%
2012-01-22 - 2012-01-28,-21%
2012-01-29 - 2012-02-04,-21%
2012-02-05 - 2012-02-11,-21%
2012-02-12 - 2012-02-18,-18%
2012-02-19 - 2012-02-25,-24%
2012-02-26 - 2012-03-03,-26%
2012-03-04 - 2012-03-10,-26%
2012-03-11 - 2012-03-17,-18%
2012-03-18 - 2012-03-24,-24%
2012-03-25 - 2012-03-31,-29%
2012-04-01 - 2012-04-07,-24%
2012-04-08 - 2012-04-14,-21%
2012-04-15 - 2012-04-21,-26%
2012-04-22 - 2012-04-28,-24%
2012-04-29 - 2012-05-05,-24%
2012-05-06 - 2012-05-12,-24%
2012-05-13 - 2012-05-19,-29%
2012-05-20 - 2012-05-26,-26%
2012-05-27 - 2012-06-02,-26%
2012-06-03 - 2012-06-09,-24%
2012-06-10 - 2012-06-16,-26%
2012-06-17 - 2012-06-23,-21%
2012-06-24 - 2012-06-30,-21%
2012-07-01 - 2012-07-07,-12%
2012-07-08 - 2012-07-14,-9%
2012-07-15 - 2012-07-21,-21%
2012-07-22 - 2012-07-28,-21%
2012-07-29 - 2012-08-04,-24%
2012-08-05 - 2012-08-11,-24%
2012-08-12 - 2012-08-18,-24%
2012-08-19 - 2012-08-25,-26%
2012-08-26 - 2012-09-01,-21%
2012-09-02 - 2012-09-08,-15%
2012-09-09 - 2012-09-15,-18%
2012-09-16 - 2012-09-22,-24%
2012-09-23 - 2012-09-29,-26%
2012-09-30 - 2012-10-06,-21%
2012-10-07 - 2012-10-13,-21%
2012-10-14 - 2012-10-20,-21%
2012-10-21 - 2012-10-27,-15%
2012-10-28 - 2012-11-03,-18%
2012-11-04 - 2012-11-10,+29%
2012-11-11 - 2012-11-17,-15%
2012-11-18 - 2012-11-24,-29%
2012-11-25 - 2012-12-01,-18%
2012-12-02 - 2012-12-08,-24%
2012-12-09 - 2012-12-15,-21%
2012-12-16 - 2012-12-22,-15%
2012-12-23 - 2012-12-29,-15%
2012-12-30 - 2013-01-05,-15%
2013-01-06 - 2013-01-12,-15%
2013-01-13 - 2013-01-19,-12%
2013-01-20 - 2013-01-26,-3%
2013-01-27 - 2013-02-02,+0%
2013-02-03 - 2013-02-09,-6%
2013-02-10 - 2013-02-16,-9%
2013-02-17 - 2013-02-23,-9%
2013-02-24 - 2013-03-02,-12%
2013-03-03 - 2013-03-09,-9%
2013-03-10 - 2013-03-16,-9%
2013-03-17 - 2013-03-23,-9%
2013-03-24 - 2013-03-30,-3%
2013-03-31 - 2013-04-06,+3%
2013-04-07 - 2013-04-13,+9%
2013-04-14 - 2013-04-20,+21%
2013-04-21 - 2013-04-27,+6%
2013-04-28 - 2013-05-04,+6%
2013-05-05 - 2013-05-11,+9%
2013-05-12 - 2013-05-18,+6%
2013-05-19 - 2013-05-25,+9%
2013-05-26 - 2013-06-01,+18%
2013-06-02 - 2013-06-08,+12%
2013-06-09 - 2013-06-15,+24%
2013-06-16 - 2013-06-22,+15%
2013-06-23 - 2013-06-29,+21%
2013-06-30 - 2013-07-06,+24%
2013-07-07 - 2013-07-13,+12%
2013-07-14 - 2013-07-20,+29%
2013-07-21 - 2013-07-27,+59%
2013-07-28 - 2013-08-03,+47%
2013-08-04 - 2013-08-10,+47%
2013-08-11 - 2013-08-17,+56%
2013-08-18 - 2013-08-24,+47%
2013-08-25 - 2013-08-31,+56%
2013-09-01 - 2013-09-07,+56%
2013-09-08 - 2013-09-14,+65%
2013-09-15 - 2013-09-21,+59%
2013-09-22 - 2013-09-28,+65%
2013-09-29 - 2013-10-05,+79%
2013-10-06 - 2013-10-12,+74%
2013-10-13 - 2013-10-19,+79%
2013-10-20 - 2013-10-26,+65%
2013-10-27 - 2013-11-02,+82%
2013-11-03 - 2013-11-09,+71%
2013-11-10 - 2013-11-16,+62%
2013-11-17 - 2013-11-23,+59%
2013-11-24 - 2013-11-30,+53%
2013-12-01 - 2013-12-07,+71%
2013-12-08 - 2013-12-14,+56%
2013-12-15 - 2013-12-21,+65%
2013-12-22 - 2013-12-28,+85%
2013-12-29 - 2014-01-04,+121%
2014-01-05 - 2014-01-11,+118%
2014-01-12 - 2014-01-18,+91%
2014-01-19 - 2014-01-25,+94%
2014-01-26 - 2014-02-01,+94%
2014-02-02 - 2014-02-08,+97%
2014-02-09 - 2014-02-15,+59%
2014-02-16 - 2014-02-22,+41%
2014-02-23 - 2014-03-01,+44%
2014-03-02 - 2014-03-08,+53%
2014-03-09 - 2014-03-15,+53%
2014-03-16 - 2014-03-22,+79%
2014-03-23 - 2014-03-29,+65%
2014-03-30 - 2014-04-05,+74%
2014-04-06 - 2014-04-12,+71%
2014-04-13 - 2014-04-19,+76%
2014-04-20 - 2014-04-26,+76%
2014-04-27 - 2014-05-03,+91%
2014-05-04 - 2014-05-10,+126%
2014-05-11 - 2014-05-17,+174%
2014-05-18 - 2014-05-24,+129%
2014-05-25 - 2014-05-31,+141%
2014-06-01 - 2014-06-07,+138%
2014-06-08 - 2014-06-14,+124%
2014-06-15 - 2014-06-21,+150%
2014-06-22 - 2014-06-28,+168%
2014-06-29 - 2014-07-05,+194%
2014-07-06 - 2014-07-12,+171%
2014-07-13 - 2014-07-19,+179%
2014-07-20 - 2014-07-26,+182%
2014-07-27 - 2014-08-02,+174%
2014-08-03 - 2014-08-09,+179%
2014-08-10 - 2014-08-16,+179%
2014-08-17 - 2014-08-23,+182%
2014-08-24 - 2014-08-30,+179%
2014-08-31 - 2014-09-06,+185%
2014-09-07 - 2014-09-13,+171%
2014-09-14 - 2014-09-20,+150%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
weather,100
humidifier,20
citizen,15
news,15
taylormade,10
taylor made,5
taylormade burner,5
weather station,5
eco drive,5
humidifiers,5
taylormade driver,5
citizen eco drive,5
jessica simpson,5
kardashian,5
citizen watch,5
radiator,5
miley cyrus,5
american flag,5
cool mist humidifier,5
weather forecast,5



Rising searches
taylormade irons,Breakout
weather,+300%
weather forecast,+300%
cnn,+200%
taylormade burner,+170%
news,+160%
taylormade,+150%
taylormade driver,+140%
kardashian,+130%
american flag,+60%



