Google Shopping interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,People & Society
2009-10-04 - 2009-10-10,-16%
2009-10-11 - 2009-10-17,-16%
2009-10-18 - 2009-10-24,-20%
2009-10-25 - 2009-10-31,-20%
2009-11-01 - 2009-11-07,-23%
2009-11-08 - 2009-11-14,-12%
2009-11-15 - 2009-11-21,-19%
2009-11-22 - 2009-11-28,-31%
2009-11-29 - 2009-12-05,-19%
2009-12-06 - 2009-12-12,-16%
2009-12-13 - 2009-12-19,-21%
2009-12-20 - 2009-12-26,-23%
2009-12-27 - 2010-01-02,-23%
2010-01-03 - 2010-01-09,-8%
2010-01-10 - 2010-01-16,-3%
2010-01-17 - 2010-01-23,+1%
2010-01-24 - 2010-01-30,-5%
2010-01-31 - 2010-02-06,-4%
2010-02-07 - 2010-02-13,-8%
2010-02-14 - 2010-02-20,-5%
2010-02-21 - 2010-02-27,-3%
2010-02-28 - 2010-03-06,+1%
2010-03-07 - 2010-03-13,-3%
2010-03-14 - 2010-03-20,+4%
2010-03-21 - 2010-03-27,+4%
2010-03-28 - 2010-04-03,-1%
2010-04-04 - 2010-04-10,-1%
2010-04-11 - 2010-04-17,-1%
2010-04-18 - 2010-04-24,+0%
2010-04-25 - 2010-05-01,+3%
2010-05-02 - 2010-05-08,+0%
2010-05-09 - 2010-05-15,-5%
2010-05-16 - 2010-05-22,-4%
2010-05-23 - 2010-05-29,-7%
2010-05-30 - 2010-06-05,-8%
2010-06-06 - 2010-06-12,-5%
2010-06-13 - 2010-06-19,-8%
2010-06-20 - 2010-06-26,-7%
2010-06-27 - 2010-07-03,-5%
2010-07-04 - 2010-07-10,-5%
2010-07-11 - 2010-07-17,-5%
2010-07-18 - 2010-07-24,-8%
2010-07-25 - 2010-07-31,-5%
2010-08-01 - 2010-08-07,-7%
2010-08-08 - 2010-08-14,-5%
2010-08-15 - 2010-08-21,-4%
2010-08-22 - 2010-08-28,-7%
2010-08-29 - 2010-09-04,-9%
2010-09-05 - 2010-09-11,-4%
2010-09-12 - 2010-09-18,-4%
2010-09-19 - 2010-09-25,-1%
2010-09-26 - 2010-10-02,-5%
2010-10-03 - 2010-10-09,-7%
2010-10-10 - 2010-10-16,-5%
2010-10-17 - 2010-10-23,+9%
2010-10-24 - 2010-10-30,+11%
2010-10-31 - 2010-11-06,-9%
2010-11-07 - 2010-11-13,-28%
2010-11-14 - 2010-11-20,-21%
2010-11-21 - 2010-11-27,-31%
2010-11-28 - 2010-12-04,-23%
2010-12-05 - 2010-12-11,-24%
2010-12-12 - 2010-12-18,-27%
2010-12-19 - 2010-12-25,-27%
2010-12-26 - 2011-01-01,-23%
2011-01-02 - 2011-01-08,-7%
2011-01-09 - 2011-01-15,+0%
2011-01-16 - 2011-01-22,+3%
2011-01-23 - 2011-01-29,+4%
2011-01-30 - 2011-02-05,+1%
2011-02-06 - 2011-02-12,+1%
2011-02-13 - 2011-02-19,+0%
2011-02-20 - 2011-02-26,-1%
2011-02-27 - 2011-03-05,+7%
2011-03-06 - 2011-03-12,+5%
2011-03-13 - 2011-03-19,+4%
2011-03-20 - 2011-03-26,+3%
2011-03-27 - 2011-04-02,+5%
2011-04-03 - 2011-04-09,+5%
2011-04-10 - 2011-04-16,+4%
2011-04-17 - 2011-04-23,+1%
2011-04-24 - 2011-04-30,+3%
2011-05-01 - 2011-05-07,+1%
2011-05-08 - 2011-05-14,+1%
2011-05-15 - 2011-05-21,+3%
2011-05-22 - 2011-05-28,+0%
2011-05-29 - 2011-06-04,+0%
2011-06-05 - 2011-06-11,+7%
2011-06-12 - 2011-06-18,-1%
2011-06-19 - 2011-06-25,+0%
2011-06-26 - 2011-07-02,+1%
2011-07-03 - 2011-07-09,+5%
2011-07-10 - 2011-07-16,+7%
2011-07-17 - 2011-07-23,+9%
2011-07-24 - 2011-07-30,+12%
2011-07-31 - 2011-08-06,+13%
2011-08-07 - 2011-08-13,+16%
2011-08-14 - 2011-08-20,+16%
2011-08-21 - 2011-08-27,+8%
2011-08-28 - 2011-09-03,+11%
2011-09-04 - 2011-09-10,+19%
2011-09-11 - 2011-09-17,+13%
2011-09-18 - 2011-09-24,+12%
2011-09-25 - 2011-10-01,+13%
2011-10-02 - 2011-10-08,+11%
2011-10-09 - 2011-10-15,+8%
2011-10-16 - 2011-10-22,+12%
2011-10-23 - 2011-10-29,+9%
2011-10-30 - 2011-11-05,+7%
2011-11-06 - 2011-11-12,+7%
2011-11-13 - 2011-11-19,+11%
2011-11-20 - 2011-11-26,+11%
2011-11-27 - 2011-12-03,+20%
2011-12-04 - 2011-12-10,+21%
2011-12-11 - 2011-12-17,+13%
2011-12-18 - 2011-12-24,-1%
2011-12-25 - 2011-12-31,-8%
2012-01-01 - 2012-01-07,+4%
2012-01-08 - 2012-01-14,+8%
2012-01-15 - 2012-01-21,+17%
2012-01-22 - 2012-01-28,+13%
2012-01-29 - 2012-02-04,+7%
2012-02-05 - 2012-02-11,+4%
2012-02-12 - 2012-02-18,+7%
2012-02-19 - 2012-02-25,+8%
2012-02-26 - 2012-03-03,+13%
2012-03-04 - 2012-03-10,+12%
2012-03-11 - 2012-03-17,+5%
2012-03-18 - 2012-03-24,+7%
2012-03-25 - 2012-03-31,+12%
2012-04-01 - 2012-04-07,+5%
2012-04-08 - 2012-04-14,+3%
2012-04-15 - 2012-04-21,+0%
2012-04-22 - 2012-04-28,+3%
2012-04-29 - 2012-05-05,+4%
2012-05-06 - 2012-05-12,+7%
2012-05-13 - 2012-05-19,+3%
2012-05-20 - 2012-05-26,+1%
2012-05-27 - 2012-06-02,+0%
2012-06-03 - 2012-06-09,+3%
2012-06-10 - 2012-06-16,+1%
2012-06-17 - 2012-06-23,+4%
2012-06-24 - 2012-06-30,+3%
2012-07-01 - 2012-07-07,+0%
2012-07-08 - 2012-07-14,+3%
2012-07-15 - 2012-07-21,+3%
2012-07-22 - 2012-07-28,+0%
2012-07-29 - 2012-08-04,+3%
2012-08-05 - 2012-08-11,+5%
2012-08-12 - 2012-08-18,+1%
2012-08-19 - 2012-08-25,+3%
2012-08-26 - 2012-09-01,+7%
2012-09-02 - 2012-09-08,+4%
2012-09-09 - 2012-09-15,+5%
2012-09-16 - 2012-09-22,+7%
2012-09-23 - 2012-09-29,+3%
2012-09-30 - 2012-10-06,+4%
2012-10-07 - 2012-10-13,+5%
2012-10-14 - 2012-10-20,+7%
2012-10-21 - 2012-10-27,+7%
2012-10-28 - 2012-11-03,+1%
2012-11-04 - 2012-11-10,+8%
2012-11-11 - 2012-11-17,+7%
2012-11-18 - 2012-11-24,-7%
2012-11-25 - 2012-12-01,+5%
2012-12-02 - 2012-12-08,+7%
2012-12-09 - 2012-12-15,+11%
2012-12-16 - 2012-12-22,+8%
2012-12-23 - 2012-12-29,-4%
2012-12-30 - 2013-01-05,+8%
2013-01-06 - 2013-01-12,+13%
2013-01-13 - 2013-01-19,+15%
2013-01-20 - 2013-01-26,+21%
2013-01-27 - 2013-02-02,+23%
2013-02-03 - 2013-02-09,+16%
2013-02-10 - 2013-02-16,+19%
2013-02-17 - 2013-02-23,+20%
2013-02-24 - 2013-03-02,+21%
2013-03-03 - 2013-03-09,+24%
2013-03-10 - 2013-03-16,+21%
2013-03-17 - 2013-03-23,+20%
2013-03-24 - 2013-03-30,+19%
2013-03-31 - 2013-04-06,+20%
2013-04-07 - 2013-04-13,+23%
2013-04-14 - 2013-04-20,+25%
2013-04-21 - 2013-04-27,+24%
2013-04-28 - 2013-05-04,+27%
2013-05-05 - 2013-05-11,+27%
2013-05-12 - 2013-05-18,+25%
2013-05-19 - 2013-05-25,+21%
2013-05-26 - 2013-06-01,+21%
2013-06-02 - 2013-06-08,+19%
2013-06-09 - 2013-06-15,+19%
2013-06-16 - 2013-06-22,+19%
2013-06-23 - 2013-06-29,+20%
2013-06-30 - 2013-07-06,+15%
2013-07-07 - 2013-07-13,+23%
2013-07-14 - 2013-07-20,+23%
2013-07-21 - 2013-07-27,+24%
2013-07-28 - 2013-08-03,+21%
2013-08-04 - 2013-08-10,+20%
2013-08-11 - 2013-08-17,+24%
2013-08-18 - 2013-08-24,+28%
2013-08-25 - 2013-08-31,+25%
2013-09-01 - 2013-09-07,+31%
2013-09-08 - 2013-09-14,+31%
2013-09-15 - 2013-09-21,+27%
2013-09-22 - 2013-09-28,+28%
2013-09-29 - 2013-10-05,+29%
2013-10-06 - 2013-10-12,+32%
2013-10-13 - 2013-10-19,+33%
2013-10-20 - 2013-10-26,+29%
2013-10-27 - 2013-11-02,+29%
2013-11-03 - 2013-11-09,+31%
2013-11-10 - 2013-11-16,+20%
2013-11-17 - 2013-11-23,+20%
2013-11-24 - 2013-11-30,+8%
2013-12-01 - 2013-12-07,+12%
2013-12-08 - 2013-12-14,+16%
2013-12-15 - 2013-12-21,+9%
2013-12-22 - 2013-12-28,+7%
2013-12-29 - 2014-01-04,+16%
2014-01-05 - 2014-01-11,+23%
2014-01-12 - 2014-01-18,+25%
2014-01-19 - 2014-01-25,+31%
2014-01-26 - 2014-02-01,+24%
2014-02-02 - 2014-02-08,+29%
2014-02-09 - 2014-02-15,+28%
2014-02-16 - 2014-02-22,+28%
2014-02-23 - 2014-03-01,+33%
2014-03-02 - 2014-03-08,+29%
2014-03-09 - 2014-03-15,+29%
2014-03-16 - 2014-03-22,+27%
2014-03-23 - 2014-03-29,+24%
2014-03-30 - 2014-04-05,+28%
2014-04-06 - 2014-04-12,+27%
2014-04-13 - 2014-04-19,+25%
2014-04-20 - 2014-04-26,+27%
2014-04-27 - 2014-05-03,+29%
2014-05-04 - 2014-05-10,+27%
2014-05-11 - 2014-05-17,+27%
2014-05-18 - 2014-05-24,+27%
2014-05-25 - 2014-05-31,+25%
2014-06-01 - 2014-06-07,+25%
2014-06-08 - 2014-06-14,+24%
2014-06-15 - 2014-06-21,+28%
2014-06-22 - 2014-06-28,+23%
2014-06-29 - 2014-07-05,+23%
2014-07-06 - 2014-07-12,+28%
2014-07-13 - 2014-07-19,+28%
2014-07-20 - 2014-07-26,+25%
2014-07-27 - 2014-08-02,+25%
2014-08-03 - 2014-08-09,+24%
2014-08-10 - 2014-08-16,+27%
2014-08-17 - 2014-08-23,+29%
2014-08-24 - 2014-08-30,+28%
2014-08-31 - 2014-09-06,+25%
2014-09-07 - 2014-09-13,+28%
2014-09-14 - 2014-09-20,+28%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
baby,100
wedding,80
stroller,50
graco,30
car seat,25
bible,20
wedding dresses,15
bracelet,15
wedding dress,10
chicco,10
diapers,10
double stroller,10
high chair,10
diaper bag,10
baby stroller,10
wedding bands,10
strollers,10
harry potter,10
maternity,5
baby monitor,5



Rising searches
wedding dresses,+750%
leappad,+300%
wedding bands,+300%
wedding dress,+160%
wedding,+140%
baby monitor,+110%
maternity,+70%
baby stroller,+60%
chicco,+60%
diapers,+60%



