Google Shopping interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Real Estate
2010-11-14 - 2010-11-20,-50%
2010-11-21 - 2010-11-27,-24%
2010-11-28 - 2010-12-04,+18%
2010-12-05 - 2010-12-11,-6%
2010-12-12 - 2010-12-18,-24%
2010-12-19 - 2010-12-25,-26%
2010-12-26 - 2011-01-01,-44%
2011-01-02 - 2011-01-08,-15%
2011-01-09 - 2011-01-15,-6%
2011-01-16 - 2011-01-22,+0%
2011-01-23 - 2011-01-29,-3%
2011-01-30 - 2011-02-05,+0%
2011-02-06 - 2011-02-12,-9%
2011-02-13 - 2011-02-19,+3%
2011-02-20 - 2011-02-26,+3%
2011-02-27 - 2011-03-05,+0%
2011-03-06 - 2011-03-12,+9%
2011-03-13 - 2011-03-19,+12%
2011-03-20 - 2011-03-26,+6%
2011-03-27 - 2011-04-02,+6%
2011-04-03 - 2011-04-09,+9%
2011-04-10 - 2011-04-16,+3%
2011-04-17 - 2011-04-23,+15%
2011-04-24 - 2011-04-30,+9%
2011-05-01 - 2011-05-07,+3%
2011-05-08 - 2011-05-14,+6%
2011-05-15 - 2011-05-21,+3%
2011-05-22 - 2011-05-28,+3%
2011-05-29 - 2011-06-04,+3%
2011-06-05 - 2011-06-11,+15%
2011-06-12 - 2011-06-18,+9%
2011-06-19 - 2011-06-25,+6%
2011-06-26 - 2011-07-02,+15%
2011-07-03 - 2011-07-09,+12%
2011-07-10 - 2011-07-16,+12%
2011-07-17 - 2011-07-23,+0%
2011-07-24 - 2011-07-30,+0%
2011-07-31 - 2011-08-06,-6%
2011-08-07 - 2011-08-13,-3%
2011-08-14 - 2011-08-20,-6%
2011-08-21 - 2011-08-27,-15%
2011-08-28 - 2011-09-03,-15%
2011-09-04 - 2011-09-10,-9%
2011-09-11 - 2011-09-17,+0%
2011-09-18 - 2011-09-24,-9%
2011-09-25 - 2011-10-01,-21%
2011-10-02 - 2011-10-08,-6%
2011-10-09 - 2011-10-15,-9%
2011-10-16 - 2011-10-22,-9%
2011-10-23 - 2011-10-29,-18%
2011-10-30 - 2011-11-05,-6%
2011-11-06 - 2011-11-12,-12%
2011-11-13 - 2011-11-19,-3%
2011-11-20 - 2011-11-26,-26%
2011-11-27 - 2011-12-03,-18%
2011-12-04 - 2011-12-10,-21%
2011-12-11 - 2011-12-17,-21%
2011-12-18 - 2011-12-24,-15%
2011-12-25 - 2011-12-31,+0%
2012-01-01 - 2012-01-07,-3%
2012-01-08 - 2012-01-14,+3%
2012-01-15 - 2012-01-21,+15%
2012-01-22 - 2012-01-28,+12%
2012-01-29 - 2012-02-04,+6%
2012-02-05 - 2012-02-11,+12%
2012-02-12 - 2012-02-18,+3%
2012-02-19 - 2012-02-25,+3%
2012-02-26 - 2012-03-03,+6%
2012-03-04 - 2012-03-10,+12%
2012-03-11 - 2012-03-17,+6%
2012-03-18 - 2012-03-24,+21%
2012-03-25 - 2012-03-31,+9%
2012-04-01 - 2012-04-07,+9%
2012-04-08 - 2012-04-14,+26%
2012-04-15 - 2012-04-21,+9%
2012-04-22 - 2012-04-28,+9%
2012-04-29 - 2012-05-05,+15%
2012-05-06 - 2012-05-12,+3%
2012-05-13 - 2012-05-19,+6%
2012-05-20 - 2012-05-26,+3%
2012-05-27 - 2012-06-02,+6%
2012-06-03 - 2012-06-09,+3%
2012-06-10 - 2012-06-16,+6%
2012-06-17 - 2012-06-23,+3%
2012-06-24 - 2012-06-30,+6%
2012-07-01 - 2012-07-07,+6%
2012-07-08 - 2012-07-14,+6%
2012-07-15 - 2012-07-21,+9%
2012-07-22 - 2012-07-28,+9%
2012-07-29 - 2012-08-04,+9%
2012-08-05 - 2012-08-11,+9%
2012-08-12 - 2012-08-18,+15%
2012-08-19 - 2012-08-25,+18%
2012-08-26 - 2012-09-01,+12%
2012-09-02 - 2012-09-08,+15%
2012-09-09 - 2012-09-15,+18%
2012-09-16 - 2012-09-22,+15%
2012-09-23 - 2012-09-29,+6%
2012-09-30 - 2012-10-06,+3%
2012-10-07 - 2012-10-13,-3%
2012-10-14 - 2012-10-20,+6%
2012-10-21 - 2012-10-27,+0%
2012-10-28 - 2012-11-03,+3%
2012-11-04 - 2012-11-10,+18%
2012-11-11 - 2012-11-17,+21%
2012-11-18 - 2012-11-24,-9%
2012-11-25 - 2012-12-01,-3%
2012-12-02 - 2012-12-08,+3%
2012-12-09 - 2012-12-15,+3%
2012-12-16 - 2012-12-22,+0%
2012-12-23 - 2012-12-29,+0%
2012-12-30 - 2013-01-05,+29%
2013-01-06 - 2013-01-12,+26%
2013-01-13 - 2013-01-19,+24%
2013-01-20 - 2013-01-26,+35%
2013-01-27 - 2013-02-02,+35%
2013-02-03 - 2013-02-09,+32%
2013-02-10 - 2013-02-16,+26%
2013-02-17 - 2013-02-23,+44%
2013-02-24 - 2013-03-02,+44%
2013-03-03 - 2013-03-09,+56%
2013-03-10 - 2013-03-16,+44%
2013-03-17 - 2013-03-23,+68%
2013-03-24 - 2013-03-30,+59%
2013-03-31 - 2013-04-06,+56%
2013-04-07 - 2013-04-13,+76%
2013-04-14 - 2013-04-20,+65%
2013-04-21 - 2013-04-27,+56%
2013-04-28 - 2013-05-04,+68%
2013-05-05 - 2013-05-11,+62%
2013-05-12 - 2013-05-18,+62%
2013-05-19 - 2013-05-25,+59%
2013-05-26 - 2013-06-01,+62%
2013-06-02 - 2013-06-08,+62%
2013-06-09 - 2013-06-15,+59%
2013-06-16 - 2013-06-22,+71%
2013-06-23 - 2013-06-29,+74%
2013-06-30 - 2013-07-06,+68%
2013-07-07 - 2013-07-13,+56%
2013-07-14 - 2013-07-20,+65%
2013-07-21 - 2013-07-27,+76%
2013-07-28 - 2013-08-03,+82%
2013-08-04 - 2013-08-10,+79%
2013-08-11 - 2013-08-17,+91%
2013-08-18 - 2013-08-24,+82%
2013-08-25 - 2013-08-31,+76%
2013-09-01 - 2013-09-07,+79%
2013-09-08 - 2013-09-14,+76%
2013-09-15 - 2013-09-21,+74%
2013-09-22 - 2013-09-28,+79%
2013-09-29 - 2013-10-05,+88%
2013-10-06 - 2013-10-12,+76%
2013-10-13 - 2013-10-19,+88%
2013-10-20 - 2013-10-26,+85%
2013-10-27 - 2013-11-02,+79%
2013-11-03 - 2013-11-09,+76%
2013-11-10 - 2013-11-16,+62%
2013-11-17 - 2013-11-23,+56%
2013-11-24 - 2013-11-30,+32%
2013-12-01 - 2013-12-07,+38%
2013-12-08 - 2013-12-14,+24%
2013-12-15 - 2013-12-21,+35%
2013-12-22 - 2013-12-28,+41%
2013-12-29 - 2014-01-04,+88%
2014-01-05 - 2014-01-11,+97%
2014-01-12 - 2014-01-18,+97%
2014-01-19 - 2014-01-25,+106%
2014-01-26 - 2014-02-01,+94%
2014-02-02 - 2014-02-08,+100%
2014-02-09 - 2014-02-15,+94%
2014-02-16 - 2014-02-22,+106%
2014-02-23 - 2014-03-01,+106%
2014-03-02 - 2014-03-08,+106%
2014-03-09 - 2014-03-15,+109%
2014-03-16 - 2014-03-22,+121%
2014-03-23 - 2014-03-29,+106%
2014-03-30 - 2014-04-05,+112%
2014-04-06 - 2014-04-12,+118%
2014-04-13 - 2014-04-19,+112%
2014-04-20 - 2014-04-26,+109%
2014-04-27 - 2014-05-03,+118%
2014-05-04 - 2014-05-10,+135%
2014-05-11 - 2014-05-17,+144%
2014-05-18 - 2014-05-24,+174%
2014-05-25 - 2014-05-31,+165%
2014-06-01 - 2014-06-07,+176%
2014-06-08 - 2014-06-14,+171%
2014-06-15 - 2014-06-21,+171%
2014-06-22 - 2014-06-28,+179%
2014-06-29 - 2014-07-05,+174%
2014-07-06 - 2014-07-12,+194%
2014-07-13 - 2014-07-19,+174%
2014-07-20 - 2014-07-26,+182%
2014-07-27 - 2014-08-02,+165%
2014-08-03 - 2014-08-09,+156%
2014-08-10 - 2014-08-16,+144%
2014-08-17 - 2014-08-23,+159%
2014-08-24 - 2014-08-30,+165%
2014-08-31 - 2014-09-06,+156%
2014-09-07 - 2014-09-13,+141%
2014-09-14 - 2014-09-20,+135%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
flats,100
rent,75
homes,65
apartments,55
house,55
houses,50
real estate,50
homes for sale,30
florida,25
housing,25
redline,20
houses for sale,20
cabin,15
apartment,15
houses for rent,15
carport,15
zillow,10
apartments for rent,10
homes for rent,10
realty,10



Rising searches
apartments for rent,Breakout
homes for sale,Breakout
houses for rent,Breakout
houses for sale,Breakout
zillow,Breakout
rent,+550%
apartments,+400%
flats,+350%
homes,+150%
apartment,+110%



