Image Search interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Games
2009-10-11 - 2009-10-17,+1%
2009-10-18 - 2009-10-24,+1%
2009-10-25 - 2009-10-31,-1%
2009-11-01 - 2009-11-07,+1%
2009-11-08 - 2009-11-14,+5%
2009-11-15 - 2009-11-21,+1%
2009-11-22 - 2009-11-28,+11%
2009-11-29 - 2009-12-05,+0%
2009-12-06 - 2009-12-12,+2%
2009-12-13 - 2009-12-19,+23%
2009-12-20 - 2009-12-26,+23%
2009-12-27 - 2010-01-02,+17%
2010-01-03 - 2010-01-09,+4%
2010-01-10 - 2010-01-16,+1%
2010-01-17 - 2010-01-23,+4%
2010-01-24 - 2010-01-30,+2%
2010-01-31 - 2010-02-06,-4%
2010-02-07 - 2010-02-13,+1%
2010-02-14 - 2010-02-20,+1%
2010-02-21 - 2010-02-27,-1%
2010-02-28 - 2010-03-06,+2%
2010-03-07 - 2010-03-13,+4%
2010-03-14 - 2010-03-20,+4%
2010-03-21 - 2010-03-27,+2%
2010-03-28 - 2010-04-03,+2%
2010-04-04 - 2010-04-10,+1%
2010-04-11 - 2010-04-17,-1%
2010-04-18 - 2010-04-24,+0%
2010-04-25 - 2010-05-01,+0%
2010-05-02 - 2010-05-08,-4%
2010-05-09 - 2010-05-15,-1%
2010-05-16 - 2010-05-22,-1%
2010-05-23 - 2010-05-29,+4%
2010-05-30 - 2010-06-05,+4%
2010-06-06 - 2010-06-12,+4%
2010-06-13 - 2010-06-19,+6%
2010-06-20 - 2010-06-26,+5%
2010-06-27 - 2010-07-03,+1%
2010-07-04 - 2010-07-10,-4%
2010-07-11 - 2010-07-17,-6%
2010-07-18 - 2010-07-24,-5%
2010-07-25 - 2010-07-31,-5%
2010-08-01 - 2010-08-07,-6%
2010-08-08 - 2010-08-14,-7%
2010-08-15 - 2010-08-21,-6%
2010-08-22 - 2010-08-28,-9%
2010-08-29 - 2010-09-04,-9%
2010-09-05 - 2010-09-11,-7%
2010-09-12 - 2010-09-18,-6%
2010-09-19 - 2010-09-25,-10%
2010-09-26 - 2010-10-02,-9%
2010-10-03 - 2010-10-09,-4%
2010-10-10 - 2010-10-16,-7%
2010-10-17 - 2010-10-23,-9%
2010-10-24 - 2010-10-30,-7%
2010-10-31 - 2010-11-06,-7%
2010-11-07 - 2010-11-13,-5%
2010-11-14 - 2010-11-20,-9%
2010-11-21 - 2010-11-27,-5%
2010-11-28 - 2010-12-04,+16%
2010-12-05 - 2010-12-11,+5%
2010-12-12 - 2010-12-18,-4%
2010-12-19 - 2010-12-25,+2%
2010-12-26 - 2011-01-01,-2%
2011-01-02 - 2011-01-08,-12%
2011-01-09 - 2011-01-15,-10%
2011-01-16 - 2011-01-22,-9%
2011-01-23 - 2011-01-29,-9%
2011-01-30 - 2011-02-05,-12%
2011-02-06 - 2011-02-12,-11%
2011-02-13 - 2011-02-19,-11%
2011-02-20 - 2011-02-26,-10%
2011-02-27 - 2011-03-05,-14%
2011-03-06 - 2011-03-12,-10%
2011-03-13 - 2011-03-19,-12%
2011-03-20 - 2011-03-26,-12%
2011-03-27 - 2011-04-02,-12%
2011-04-03 - 2011-04-09,-12%
2011-04-10 - 2011-04-16,-14%
2011-04-17 - 2011-04-23,-9%
2011-04-24 - 2011-04-30,-12%
2011-05-01 - 2011-05-07,-16%
2011-05-08 - 2011-05-14,-14%
2011-05-15 - 2011-05-21,-10%
2011-05-22 - 2011-05-28,-11%
2011-05-29 - 2011-06-04,-9%
2011-06-05 - 2011-06-11,-9%
2011-06-12 - 2011-06-18,-10%
2011-06-19 - 2011-06-25,-7%
2011-06-26 - 2011-07-02,-11%
2011-07-03 - 2011-07-09,-14%
2011-07-10 - 2011-07-16,-10%
2011-07-17 - 2011-07-23,-12%
2011-07-24 - 2011-07-30,-10%
2011-07-31 - 2011-08-06,-12%
2011-08-07 - 2011-08-13,-11%
2011-08-14 - 2011-08-20,-10%
2011-08-21 - 2011-08-27,-15%
2011-08-28 - 2011-09-03,-14%
2011-09-04 - 2011-09-10,-15%
2011-09-11 - 2011-09-17,-19%
2011-09-18 - 2011-09-24,-16%
2011-09-25 - 2011-10-01,-12%
2011-10-02 - 2011-10-08,-15%
2011-10-09 - 2011-10-15,-14%
2011-10-16 - 2011-10-22,-11%
2011-10-23 - 2011-10-29,-11%
2011-10-30 - 2011-11-05,-11%
2011-11-06 - 2011-11-12,-9%
2011-11-13 - 2011-11-19,-9%
2011-11-20 - 2011-11-26,-6%
2011-11-27 - 2011-12-03,-12%
2011-12-04 - 2011-12-10,-12%
2011-12-11 - 2011-12-17,-10%
2011-12-18 - 2011-12-24,-11%
2011-12-25 - 2011-12-31,-12%
2012-01-01 - 2012-01-07,-15%
2012-01-08 - 2012-01-14,-20%
2012-01-15 - 2012-01-21,-19%
2012-01-22 - 2012-01-28,-19%
2012-01-29 - 2012-02-04,-15%
2012-02-05 - 2012-02-11,-20%
2012-02-12 - 2012-02-18,-22%
2012-02-19 - 2012-02-25,-19%
2012-02-26 - 2012-03-03,-17%
2012-03-04 - 2012-03-10,-11%
2012-03-11 - 2012-03-17,-6%
2012-03-18 - 2012-03-24,-10%
2012-03-25 - 2012-03-31,-7%
2012-04-01 - 2012-04-07,-10%
2012-04-08 - 2012-04-14,-14%
2012-04-15 - 2012-04-21,-14%
2012-04-22 - 2012-04-28,-12%
2012-04-29 - 2012-05-05,-14%
2012-05-06 - 2012-05-12,-15%
2012-05-13 - 2012-05-19,-12%
2012-05-20 - 2012-05-26,-9%
2012-05-27 - 2012-06-02,-10%
2012-06-03 - 2012-06-09,-11%
2012-06-10 - 2012-06-16,-10%
2012-06-17 - 2012-06-23,-12%
2012-06-24 - 2012-06-30,-9%
2012-07-01 - 2012-07-07,-11%
2012-07-08 - 2012-07-14,-12%
2012-07-15 - 2012-07-21,-16%
2012-07-22 - 2012-07-28,-12%
2012-07-29 - 2012-08-04,-17%
2012-08-05 - 2012-08-11,-17%
2012-08-12 - 2012-08-18,-19%
2012-08-19 - 2012-08-25,-17%
2012-08-26 - 2012-09-01,-17%
2012-09-02 - 2012-09-08,-16%
2012-09-09 - 2012-09-15,-20%
2012-09-16 - 2012-09-22,-19%
2012-09-23 - 2012-09-29,-15%
2012-09-30 - 2012-10-06,-17%
2012-10-07 - 2012-10-13,-16%
2012-10-14 - 2012-10-20,-15%
2012-10-21 - 2012-10-27,-11%
2012-10-28 - 2012-11-03,-10%
2012-11-04 - 2012-11-10,-12%
2012-11-11 - 2012-11-17,-11%
2012-11-18 - 2012-11-24,-9%
2012-11-25 - 2012-12-01,-11%
2012-12-02 - 2012-12-08,-12%
2012-12-09 - 2012-12-15,-16%
2012-12-16 - 2012-12-22,-12%
2012-12-23 - 2012-12-29,-9%
2012-12-30 - 2013-01-05,-15%
2013-01-06 - 2013-01-12,-17%
2013-01-13 - 2013-01-19,-17%
2013-01-20 - 2013-01-26,-15%
2013-01-27 - 2013-02-02,-16%
2013-02-03 - 2013-02-09,-19%
2013-02-10 - 2013-02-16,-19%
2013-02-17 - 2013-02-23,-9%
2013-02-24 - 2013-03-02,-12%
2013-03-03 - 2013-03-09,-12%
2013-03-10 - 2013-03-16,-14%
2013-03-17 - 2013-03-23,-14%
2013-03-24 - 2013-03-30,-12%
2013-03-31 - 2013-04-06,-15%
2013-04-07 - 2013-04-13,-17%
2013-04-14 - 2013-04-20,-21%
2013-04-21 - 2013-04-27,-17%
2013-04-28 - 2013-05-04,-15%
2013-05-05 - 2013-05-11,-19%
2013-05-12 - 2013-05-18,-4%
2013-05-19 - 2013-05-25,-5%
2013-05-26 - 2013-06-01,-9%
2013-06-02 - 2013-06-08,-14%
2013-06-09 - 2013-06-15,-6%
2013-06-16 - 2013-06-22,-14%
2013-06-23 - 2013-06-29,-12%
2013-06-30 - 2013-07-06,-12%
2013-07-07 - 2013-07-13,-15%
2013-07-14 - 2013-07-20,-12%
2013-07-21 - 2013-07-27,-16%
2013-07-28 - 2013-08-03,-12%
2013-08-04 - 2013-08-10,-15%
2013-08-11 - 2013-08-17,-15%
2013-08-18 - 2013-08-24,-16%
2013-08-25 - 2013-08-31,-19%
2013-09-01 - 2013-09-07,-15%
2013-09-08 - 2013-09-14,-17%
2013-09-15 - 2013-09-21,-14%
2013-09-22 - 2013-09-28,-14%
2013-09-29 - 2013-10-05,-11%
2013-10-06 - 2013-10-12,-11%
2013-10-13 - 2013-10-19,-11%
2013-10-20 - 2013-10-26,-11%
2013-10-27 - 2013-11-02,-6%
2013-11-03 - 2013-11-09,-11%
2013-11-10 - 2013-11-16,-14%
2013-11-17 - 2013-11-23,-14%
2013-11-24 - 2013-11-30,-10%
2013-12-01 - 2013-12-07,-15%
2013-12-08 - 2013-12-14,-15%
2013-12-15 - 2013-12-21,-7%
2013-12-22 - 2013-12-28,-6%
2013-12-29 - 2014-01-04,-14%
2014-01-05 - 2014-01-11,-16%
2014-01-12 - 2014-01-18,-15%
2014-01-19 - 2014-01-25,-16%
2014-01-26 - 2014-02-01,-14%
2014-02-02 - 2014-02-08,-14%
2014-02-09 - 2014-02-15,-15%
2014-02-16 - 2014-02-22,-16%
2014-02-23 - 2014-03-01,-17%
2014-03-02 - 2014-03-08,-19%
2014-03-09 - 2014-03-15,-17%
2014-03-16 - 2014-03-22,-15%
2014-03-23 - 2014-03-29,-16%
2014-03-30 - 2014-04-05,-17%
2014-04-06 - 2014-04-12,-17%
2014-04-13 - 2014-04-19,-16%
2014-04-20 - 2014-04-26,-19%
2014-04-27 - 2014-05-03,-19%
2014-05-04 - 2014-05-10,-20%
2014-05-11 - 2014-05-17,-17%
2014-05-18 - 2014-05-24,-16%
2014-05-25 - 2014-05-31,-19%
2014-06-01 - 2014-06-07,-16%
2014-06-08 - 2014-06-14,-10%
2014-06-15 - 2014-06-21,-14%
2014-06-22 - 2014-06-28,-16%
2014-06-29 - 2014-07-05,-15%
2014-07-06 - 2014-07-12,-17%
2014-07-13 - 2014-07-19,-16%
2014-07-20 - 2014-07-26,-17%
2014-07-27 - 2014-08-02,-19%
2014-08-03 - 2014-08-09,-17%
2014-08-10 - 2014-08-16,-15%
2014-08-17 - 2014-08-23,-16%
2014-08-24 - 2014-08-30,-19%
2014-08-31 - 2014-09-06,-22%
2014-09-07 - 2014-09-13,-20%
2014-09-14 - 2014-09-20,-21%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
pokemon,100
game,75
coloring pages,60
mario,55
games,55
xbox,55
halo,45
sonic,40
dragon,30
zelda,25
call of duty,25
xbox 360,25
gta,25
ps3,25
wii,20
skyrim,20
final fantasy,20
minecraft,15
pikachu,15
super mario,15



Rising searches
black ops 2,Breakout
minecraft,Breakout
skyrim,Breakout
swag,Breakout
ps4,+450%
atari,+300%
gta,+250%
halo 4,+70%
mortal kombat,+70%
pikachu,+70%



