News Search interest
United States; 2009

Interest over time
Week,Law & Government
2009-01-04 - 2009-01-10,+0%
2009-01-11 - 2009-01-17,+13%
2009-01-18 - 2009-01-24,+163%
2009-01-25 - 2009-01-31,+63%
2009-02-01 - 2009-02-07,+24%
2009-02-08 - 2009-02-14,+42%
2009-02-15 - 2009-02-21,+61%
2009-02-22 - 2009-02-28,+29%
2009-03-01 - 2009-03-07,+5%
2009-03-08 - 2009-03-14,+8%
2009-03-15 - 2009-03-21,+3%
2009-03-22 - 2009-03-28,+8%
2009-03-29 - 2009-04-04,+11%
2009-04-05 - 2009-04-11,-8%
2009-04-12 - 2009-04-18,-5%
2009-04-19 - 2009-04-25,-13%
2009-04-26 - 2009-05-02,-24%
2009-05-03 - 2009-05-09,-29%
2009-05-10 - 2009-05-16,-16%
2009-05-17 - 2009-05-23,-5%
2009-05-24 - 2009-05-30,-16%
2009-05-31 - 2009-06-06,-13%
2009-06-07 - 2009-06-13,-11%
2009-06-14 - 2009-06-20,+0%
2009-06-21 - 2009-06-27,-3%
2009-06-28 - 2009-07-04,-5%
2009-07-05 - 2009-07-11,-5%
2009-07-12 - 2009-07-18,+5%
2009-07-19 - 2009-07-25,-3%
2009-07-26 - 2009-08-01,-8%
2009-08-02 - 2009-08-08,-3%
2009-08-09 - 2009-08-15,-8%
2009-08-16 - 2009-08-22,-16%
2009-08-23 - 2009-08-29,-13%
2009-08-30 - 2009-09-05,+0%
2009-09-06 - 2009-09-12,+3%
2009-09-13 - 2009-09-19,-11%
2009-09-20 - 2009-09-26,+0%
2009-09-27 - 2009-10-03,-8%
2009-10-04 - 2009-10-10,-11%
2009-10-11 - 2009-10-17,-8%
2009-10-18 - 2009-10-24,-11%
2009-10-25 - 2009-10-31,-8%
2009-11-01 - 2009-11-07,+24%
2009-11-08 - 2009-11-14,+0%
2009-11-15 - 2009-11-21,-11%
2009-11-22 - 2009-11-28,-16%
2009-11-29 - 2009-12-05,+5%
2009-12-06 - 2009-12-12,-16%
2009-12-13 - 2009-12-19,-11%
2009-12-20 - 2009-12-26,-21%
2009-12-27 - 2010-01-02,-32%



Top searches
obama,100
stimulus,35
barack obama,15
unemployment,15
immigration,15
madoff,15
health care,15
stimulus package,15
california,15
budget,15
peanut recall,10
peanut butter recall,10
murder,10
mapquest,10
obama speech,10
bush,10
shooting,10
michelle obama,10
supreme court,5
haleigh,5



Rising searches
cummings,Breakout
haleigh,Breakout
peanut butter recall,Breakout
peanut recall,Breakout
health care,+300%
unemployment,+250%
budget,+170%
california,+110%
madoff,+110%
immigration,+100%



