Web Search interest
United States; 2004 - present

Interest over time
Week,Books & Literature
2005-12-25 - 2005-12-31,-32%
2006-01-01 - 2006-01-07,-15%
2006-01-08 - 2006-01-14,-8%
2006-01-15 - 2006-01-21,-10%
2006-01-22 - 2006-01-28,-9%
2006-01-29 - 2006-02-04,-7%
2006-02-05 - 2006-02-11,-6%
2006-02-12 - 2006-02-18,-2%
2006-02-19 - 2006-02-25,-7%
2006-02-26 - 2006-03-04,-5%
2006-03-05 - 2006-03-11,-6%
2006-03-12 - 2006-03-18,-9%
2006-03-19 - 2006-03-25,-7%
2006-03-26 - 2006-04-01,-9%
2006-04-02 - 2006-04-08,-9%
2006-04-09 - 2006-04-15,-10%
2006-04-16 - 2006-04-22,-14%
2006-04-23 - 2006-04-29,+3%
2006-04-30 - 2006-05-06,+0%
2006-05-07 - 2006-05-13,-8%
2006-05-14 - 2006-05-20,-7%
2006-05-21 - 2006-05-27,-13%
2006-05-28 - 2006-06-03,-21%
2006-06-04 - 2006-06-10,-26%
2006-06-11 - 2006-06-17,-30%
2006-06-18 - 2006-06-24,-36%
2006-06-25 - 2006-07-01,-37%
2006-07-02 - 2006-07-08,-37%
2006-07-09 - 2006-07-15,-39%
2006-07-16 - 2006-07-22,-39%
2006-07-23 - 2006-07-29,-38%
2006-07-30 - 2006-08-05,-39%
2006-08-06 - 2006-08-12,-37%
2006-08-13 - 2006-08-19,-33%
2006-08-20 - 2006-08-26,-32%
2006-08-27 - 2006-09-02,-28%
2006-09-03 - 2006-09-09,-21%
2006-09-10 - 2006-09-16,-17%
2006-09-17 - 2006-09-23,-16%
2006-09-24 - 2006-09-30,-14%
2006-10-01 - 2006-10-07,-17%
2006-10-08 - 2006-10-14,-15%
2006-10-15 - 2006-10-21,-15%
2006-10-22 - 2006-10-28,-10%
2006-10-29 - 2006-11-04,-10%
2006-11-05 - 2006-11-11,-16%
2006-11-12 - 2006-11-18,-10%
2006-11-19 - 2006-11-25,-20%
2006-11-26 - 2006-12-02,-9%
2006-12-03 - 2006-12-09,-6%
2006-12-10 - 2006-12-16,-5%
2006-12-17 - 2006-12-23,-21%
2006-12-24 - 2006-12-30,-40%
2006-12-31 - 2007-01-06,-30%
2007-01-07 - 2007-01-13,-20%
2007-01-14 - 2007-01-20,-21%
2007-01-21 - 2007-01-27,-17%
2007-01-28 - 2007-02-03,-15%
2007-02-04 - 2007-02-10,-15%
2007-02-11 - 2007-02-17,-14%
2007-02-18 - 2007-02-24,-17%
2007-02-25 - 2007-03-03,-11%
2007-03-04 - 2007-03-10,-17%
2007-03-11 - 2007-03-17,-20%
2007-03-18 - 2007-03-24,-17%
2007-03-25 - 2007-03-31,-16%
2007-04-01 - 2007-04-07,-22%
2007-04-08 - 2007-04-14,-20%
2007-04-15 - 2007-04-21,-17%
2007-04-22 - 2007-04-28,-10%
2007-04-29 - 2007-05-05,-15%
2007-05-06 - 2007-05-12,-16%
2007-05-13 - 2007-05-19,-17%
2007-05-20 - 2007-05-26,-24%
2007-05-27 - 2007-06-02,-26%
2007-06-03 - 2007-06-09,-31%
2007-06-10 - 2007-06-16,-34%
2007-06-17 - 2007-06-23,-38%
2007-06-24 - 2007-06-30,-41%
2007-07-01 - 2007-07-07,-39%
2007-07-08 - 2007-07-14,-31%
2007-07-15 - 2007-07-21,-10%
2007-07-22 - 2007-07-28,-21%
2007-07-29 - 2007-08-04,-38%
2007-08-05 - 2007-08-11,-40%
2007-08-12 - 2007-08-18,-41%
2007-08-19 - 2007-08-25,-36%
2007-08-26 - 2007-09-01,-30%
2007-09-02 - 2007-09-08,-25%
2007-09-09 - 2007-09-15,-23%
2007-09-16 - 2007-09-22,-24%
2007-09-23 - 2007-09-29,-20%
2007-09-30 - 2007-10-06,-24%
2007-10-07 - 2007-10-13,-21%
2007-10-14 - 2007-10-20,-20%
2007-10-21 - 2007-10-27,-20%
2007-10-28 - 2007-11-03,-17%
2007-11-04 - 2007-11-10,-18%
2007-11-11 - 2007-11-17,-18%
2007-11-18 - 2007-11-24,-26%
2007-11-25 - 2007-12-01,-11%
2007-12-02 - 2007-12-08,-9%
2007-12-09 - 2007-12-15,-13%
2007-12-16 - 2007-12-22,-24%
2007-12-23 - 2007-12-29,-45%
2007-12-30 - 2008-01-05,-37%
2008-01-06 - 2008-01-12,-24%
2008-01-13 - 2008-01-19,-22%
2008-01-20 - 2008-01-26,-28%
2008-01-27 - 2008-02-02,-23%
2008-02-03 - 2008-02-09,-23%
2008-02-10 - 2008-02-16,-18%
2008-02-17 - 2008-02-23,-20%
2008-02-24 - 2008-03-01,-16%
2008-03-02 - 2008-03-08,-18%
2008-03-09 - 2008-03-15,-21%
2008-03-16 - 2008-03-22,-25%
2008-03-23 - 2008-03-29,-25%
2008-03-30 - 2008-04-05,-20%
2008-04-06 - 2008-04-12,-18%
2008-04-13 - 2008-04-19,-16%
2008-04-20 - 2008-04-26,-18%
2008-04-27 - 2008-05-03,-17%
2008-05-04 - 2008-05-10,-21%
2008-05-11 - 2008-05-17,-21%
2008-05-18 - 2008-05-24,-29%
2008-05-25 - 2008-05-31,-29%
2008-06-01 - 2008-06-07,-33%
2008-06-08 - 2008-06-14,-40%
2008-06-15 - 2008-06-21,-43%
2008-06-22 - 2008-06-28,-44%
2008-06-29 - 2008-07-05,-44%
2008-07-06 - 2008-07-12,-44%
2008-07-13 - 2008-07-19,-40%
2008-07-20 - 2008-07-26,-44%
2008-07-27 - 2008-08-02,-36%
2008-08-03 - 2008-08-09,-41%
2008-08-10 - 2008-08-16,-43%
2008-08-17 - 2008-08-23,-37%
2008-08-24 - 2008-08-30,-32%
2008-08-31 - 2008-09-06,-28%
2008-09-07 - 2008-09-13,-26%
2008-09-14 - 2008-09-20,-22%
2008-09-21 - 2008-09-27,-22%
2008-09-28 - 2008-10-04,-22%
2008-10-05 - 2008-10-11,-21%
2008-10-12 - 2008-10-18,-21%
2008-10-19 - 2008-10-25,-21%
2008-10-26 - 2008-11-01,-20%
2008-11-02 - 2008-11-08,-24%
2008-11-09 - 2008-11-15,-20%
2008-11-16 - 2008-11-22,-15%
2008-11-23 - 2008-11-29,-25%
2008-11-30 - 2008-12-06,-10%
2008-12-07 - 2008-12-13,-10%
2008-12-14 - 2008-12-20,-21%
2008-12-21 - 2008-12-27,-40%
2008-12-28 - 2009-01-03,-43%
2009-01-04 - 2009-01-10,-26%
2009-01-11 - 2009-01-17,-25%
2009-01-18 - 2009-01-24,-24%
2009-01-25 - 2009-01-31,-23%
2009-02-01 - 2009-02-07,-22%
2009-02-08 - 2009-02-14,-17%
2009-02-15 - 2009-02-21,-23%
2009-02-22 - 2009-02-28,-18%
2009-03-01 - 2009-03-07,-16%
2009-03-08 - 2009-03-14,-18%
2009-03-15 - 2009-03-21,-24%
2009-03-22 - 2009-03-28,-20%
2009-03-29 - 2009-04-04,-16%
2009-04-05 - 2009-04-11,-24%
2009-04-12 - 2009-04-18,-22%
2009-04-19 - 2009-04-25,-15%
2009-04-26 - 2009-05-02,-15%
2009-05-03 - 2009-05-09,-16%
2009-05-10 - 2009-05-16,-18%
2009-05-17 - 2009-05-23,-22%
2009-05-24 - 2009-05-30,-26%
2009-05-31 - 2009-06-06,-29%
2009-06-07 - 2009-06-13,-33%
2009-06-14 - 2009-06-20,-37%
2009-06-21 - 2009-06-27,-39%
2009-06-28 - 2009-07-04,-40%
2009-07-05 - 2009-07-11,-38%
2009-07-12 - 2009-07-18,-33%
2009-07-19 - 2009-07-25,-32%
2009-07-26 - 2009-08-01,-34%
2009-08-02 - 2009-08-08,-37%
2009-08-09 - 2009-08-15,-38%
2009-08-16 - 2009-08-22,-33%
2009-08-23 - 2009-08-29,-29%
2009-08-30 - 2009-09-05,-25%
2009-09-06 - 2009-09-12,-22%
2009-09-13 - 2009-09-19,-18%
2009-09-20 - 2009-09-26,-17%
2009-09-27 - 2009-10-03,-20%
2009-10-04 - 2009-10-10,-16%
2009-10-11 - 2009-10-17,-17%
2009-10-18 - 2009-10-24,-15%
2009-10-25 - 2009-10-31,-13%
2009-11-01 - 2009-11-07,-15%
2009-11-08 - 2009-11-14,-14%
2009-11-15 - 2009-11-21,-14%
2009-11-22 - 2009-11-28,-21%
2009-11-29 - 2009-12-05,-11%
2009-12-06 - 2009-12-12,-10%
2009-12-13 - 2009-12-19,-15%
2009-12-20 - 2009-12-26,-34%
2009-12-27 - 2010-01-02,-36%
2010-01-03 - 2010-01-09,-22%
2010-01-10 - 2010-01-16,-20%
2010-01-17 - 2010-01-23,-18%
2010-01-24 - 2010-01-30,-15%
2010-01-31 - 2010-02-06,-18%
2010-02-07 - 2010-02-13,-20%
2010-02-14 - 2010-02-20,-20%
2010-02-21 - 2010-02-27,-13%
2010-02-28 - 2010-03-06,-8%
2010-03-07 - 2010-03-13,-14%
2010-03-14 - 2010-03-20,-16%
2010-03-21 - 2010-03-27,-15%
2010-03-28 - 2010-04-03,-21%
2010-04-04 - 2010-04-10,-16%
2010-04-11 - 2010-04-17,-13%
2010-04-18 - 2010-04-24,-14%
2010-04-25 - 2010-05-01,-11%
2010-05-02 - 2010-05-08,-11%
2010-05-09 - 2010-05-15,-17%
2010-05-16 - 2010-05-22,-20%
2010-05-23 - 2010-05-29,-24%
2010-05-30 - 2010-06-05,-24%
2010-06-06 - 2010-06-12,-30%
2010-06-13 - 2010-06-19,-32%
2010-06-20 - 2010-06-26,-36%
2010-06-27 - 2010-07-03,-34%
2010-07-04 - 2010-07-10,-36%
2010-07-11 - 2010-07-17,-34%
2010-07-18 - 2010-07-24,-32%
2010-07-25 - 2010-07-31,-33%
2010-08-01 - 2010-08-07,-34%
2010-08-08 - 2010-08-14,-33%
2010-08-15 - 2010-08-21,-32%
2010-08-22 - 2010-08-28,-29%
2010-08-29 - 2010-09-04,-25%
2010-09-05 - 2010-09-11,-24%
2010-09-12 - 2010-09-18,-23%
2010-09-19 - 2010-09-25,-17%
2010-09-26 - 2010-10-02,-18%
2010-10-03 - 2010-10-09,-18%
2010-10-10 - 2010-10-16,-20%
2010-10-17 - 2010-10-23,-18%
2010-10-24 - 2010-10-30,-15%
2010-10-31 - 2010-11-06,-16%
2010-11-07 - 2010-11-13,-13%
2010-11-14 - 2010-11-20,-7%
2010-11-21 - 2010-11-27,-18%
2010-11-28 - 2010-12-04,-8%
2010-12-05 - 2010-12-11,-7%
2010-12-12 - 2010-12-18,-16%
2010-12-19 - 2010-12-25,-29%
2010-12-26 - 2011-01-01,-33%
2011-01-02 - 2011-01-08,-21%
2011-01-09 - 2011-01-15,-21%
2011-01-16 - 2011-01-22,-17%
2011-01-23 - 2011-01-29,-23%
2011-01-30 - 2011-02-05,-21%
2011-02-06 - 2011-02-12,-15%
2011-02-13 - 2011-02-19,-16%
2011-02-20 - 2011-02-26,-21%
2011-02-27 - 2011-03-05,-14%
2011-03-06 - 2011-03-12,-20%
2011-03-13 - 2011-03-19,-25%
2011-03-20 - 2011-03-26,-20%
2011-03-27 - 2011-04-02,-20%
2011-04-03 - 2011-04-09,-18%
2011-04-10 - 2011-04-16,-16%
2011-04-17 - 2011-04-23,-17%
2011-04-24 - 2011-04-30,-17%
2011-05-01 - 2011-05-07,-16%
2011-05-08 - 2011-05-14,-17%
2011-05-15 - 2011-05-21,-20%
2011-05-22 - 2011-05-28,-26%
2011-05-29 - 2011-06-04,-29%
2011-06-05 - 2011-06-11,-28%
2011-06-12 - 2011-06-18,-32%
2011-06-19 - 2011-06-25,-33%
2011-06-26 - 2011-07-02,-36%
2011-07-03 - 2011-07-09,-36%
2011-07-10 - 2011-07-16,-22%
2011-07-17 - 2011-07-23,-30%
2011-07-24 - 2011-07-30,-33%
2011-07-31 - 2011-08-06,-34%
2011-08-07 - 2011-08-13,-36%
2011-08-14 - 2011-08-20,-32%
2011-08-21 - 2011-08-27,-29%
2011-08-28 - 2011-09-03,-30%
2011-09-04 - 2011-09-10,-25%
2011-09-11 - 2011-09-17,-22%
2011-09-18 - 2011-09-24,-23%
2011-09-25 - 2011-10-01,-21%
2011-10-02 - 2011-10-08,-20%
2011-10-09 - 2011-10-15,-23%
2011-10-16 - 2011-10-22,-18%
2011-10-23 - 2011-10-29,-20%
2011-10-30 - 2011-11-05,-20%
2011-11-06 - 2011-11-12,-22%
2011-11-13 - 2011-11-19,-17%
2011-11-20 - 2011-11-26,-28%
2011-11-27 - 2011-12-03,-15%
2011-12-04 - 2011-12-10,-14%
2011-12-11 - 2011-12-17,-18%
2011-12-18 - 2011-12-24,-31%
2011-12-25 - 2011-12-31,-34%
2012-01-01 - 2012-01-07,-28%
2012-01-08 - 2012-01-14,-22%
2012-01-15 - 2012-01-21,-21%
2012-01-22 - 2012-01-28,-22%
2012-01-29 - 2012-02-04,-21%
2012-02-05 - 2012-02-11,-17%
2012-02-12 - 2012-02-18,-21%
2012-02-19 - 2012-02-25,-20%
2012-02-26 - 2012-03-03,-17%
2012-03-04 - 2012-03-10,-16%
2012-03-11 - 2012-03-17,-25%
2012-03-18 - 2012-03-24,-22%
2012-03-25 - 2012-03-31,-23%
2012-04-01 - 2012-04-07,-23%
2012-04-08 - 2012-04-14,-25%
2012-04-15 - 2012-04-21,-20%
2012-04-22 - 2012-04-28,-18%
2012-04-29 - 2012-05-05,-20%
2012-05-06 - 2012-05-12,-18%
2012-05-13 - 2012-05-19,-24%
2012-05-20 - 2012-05-26,-26%
2012-05-27 - 2012-06-02,-29%
2012-06-03 - 2012-06-09,-28%
2012-06-10 - 2012-06-16,-36%
2012-06-17 - 2012-06-23,-38%
2012-06-24 - 2012-06-30,-38%
2012-07-01 - 2012-07-07,-41%
2012-07-08 - 2012-07-14,-38%
2012-07-15 - 2012-07-21,-38%
2012-07-22 - 2012-07-28,-40%
2012-07-29 - 2012-08-04,-40%
2012-08-05 - 2012-08-11,-39%
2012-08-12 - 2012-08-18,-38%
2012-08-19 - 2012-08-25,-34%
2012-08-26 - 2012-09-01,-30%
2012-09-02 - 2012-09-08,-29%
2012-09-09 - 2012-09-15,-25%
2012-09-16 - 2012-09-22,-25%
2012-09-23 - 2012-09-29,-25%
2012-09-30 - 2012-10-06,-25%
2012-10-07 - 2012-10-13,-26%
2012-10-14 - 2012-10-20,-23%
2012-10-21 - 2012-10-27,-23%
2012-10-28 - 2012-11-03,-30%
2012-11-04 - 2012-11-10,-28%
2012-11-11 - 2012-11-17,-24%
2012-11-18 - 2012-11-24,-32%
2012-11-25 - 2012-12-01,-21%
2012-12-02 - 2012-12-08,-21%
2012-12-09 - 2012-12-15,-21%
2012-12-16 - 2012-12-22,-31%
2012-12-23 - 2012-12-29,-40%
2012-12-30 - 2013-01-05,-36%
2013-01-06 - 2013-01-12,-25%
2013-01-13 - 2013-01-19,-23%
2013-01-20 - 2013-01-26,-24%
2013-01-27 - 2013-02-02,-24%
2013-02-03 - 2013-02-09,-23%
2013-02-10 - 2013-02-16,-23%
2013-02-17 - 2013-02-23,-25%
2013-02-24 - 2013-03-02,-22%
2013-03-03 - 2013-03-09,-23%
2013-03-10 - 2013-03-16,-25%
2013-03-17 - 2013-03-23,-25%
2013-03-24 - 2013-03-30,-29%
2013-03-31 - 2013-04-06,-26%
2013-04-07 - 2013-04-13,-24%
2013-04-14 - 2013-04-20,-26%
2013-04-21 - 2013-04-27,-23%
2013-04-28 - 2013-05-04,-23%
2013-05-05 - 2013-05-11,-21%
2013-05-12 - 2013-05-18,-23%
2013-05-19 - 2013-05-25,-29%
2013-05-26 - 2013-06-01,-31%
2013-06-02 - 2013-06-08,-30%
2013-06-09 - 2013-06-15,-33%
2013-06-16 - 2013-06-22,-39%
2013-06-23 - 2013-06-29,-41%
2013-06-30 - 2013-07-06,-41%
2013-07-07 - 2013-07-13,-43%
2013-07-14 - 2013-07-20,-40%
2013-07-21 - 2013-07-27,-39%
2013-07-28 - 2013-08-03,-40%
2013-08-04 - 2013-08-10,-40%
2013-08-11 - 2013-08-17,-39%
2013-08-18 - 2013-08-24,-34%
2013-08-25 - 2013-08-31,-29%
2013-09-01 - 2013-09-07,-28%
2013-09-08 - 2013-09-14,-26%
2013-09-15 - 2013-09-21,-26%
2013-09-22 - 2013-09-28,-23%
2013-09-29 - 2013-10-05,-24%
2013-10-06 - 2013-10-12,-24%
2013-10-13 - 2013-10-19,-26%
2013-10-20 - 2013-10-26,-24%
2013-10-27 - 2013-11-02,-23%
2013-11-03 - 2013-11-09,-25%
2013-11-10 - 2013-11-16,-24%
2013-11-17 - 2013-11-23,-24%
2013-11-24 - 2013-11-30,-33%
2013-12-01 - 2013-12-07,-23%
2013-12-08 - 2013-12-14,-20%
2013-12-15 - 2013-12-21,-28%
2013-12-22 - 2013-12-28,-41%
2013-12-29 - 2014-01-04,-40%
2014-01-05 - 2014-01-11,-30%
2014-01-12 - 2014-01-18,-22%
2014-01-19 - 2014-01-25,-23%
2014-01-26 - 2014-02-01,-26%
2014-02-02 - 2014-02-08,-25%
2014-02-09 - 2014-02-15,-28%
2014-02-16 - 2014-02-22,-28%
2014-02-23 - 2014-03-01,-21%
2014-03-02 - 2014-03-08,-23%
2014-03-09 - 2014-03-15,-24%
2014-03-16 - 2014-03-22,-25%
2014-03-23 - 2014-03-29,-25%
2014-03-30 - 2014-04-05,-24%
2014-04-06 - 2014-04-12,-21%
2014-04-13 - 2014-04-19,-23%
2014-04-20 - 2014-04-26,-21%
2014-04-27 - 2014-05-03,-21%
2014-05-04 - 2014-05-10,-21%
2014-05-11 - 2014-05-17,-26%
2014-05-18 - 2014-05-24,-25%
2014-05-25 - 2014-05-31,-28%
2014-06-01 - 2014-06-07,-29%
2014-06-08 - 2014-06-14,-33%
2014-06-15 - 2014-06-21,-34%
2014-06-22 - 2014-06-28,-41%
2014-06-29 - 2014-07-05,-44%
2014-07-06 - 2014-07-12,-39%
2014-07-13 - 2014-07-19,-40%
2014-07-20 - 2014-07-26,-40%
2014-07-27 - 2014-08-02,-41%
2014-08-03 - 2014-08-09,-40%
2014-08-10 - 2014-08-16,-38%
2014-08-17 - 2014-08-23,-37%
2014-08-24 - 2014-08-30,-33%
2014-08-31 - 2014-09-06,-30%
2014-09-07 - 2014-09-13,-28%
2014-09-14 - 2014-09-20,-33%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
quotes,100
book,30
books,30
poems,15
love quotes,10
poem,10
harry potter,10
quote,10
sparknotes,10
fanfiction,10
apa,10
mla,10
citation,10
barnes,5
game of thrones,5
life quotes,5
poetry,5
funny quotes,5
frases,5
barnes and noble,5



Rising searches
game of thrones,Breakout
frases,+1,000%
life quotes,+400%
sparknotes,+350%
citation,+120%
fanfiction,+120%
love quotes,+90%
apa,+70%
quote,+70%
funny quotes,+60%



