Web Search interest
United States; 2004 - present

Interest over time
Week,Online Communities
2009-11-01 - 2009-11-07,+150%
2009-11-08 - 2009-11-14,+147%
2009-11-15 - 2009-11-21,+147%
2009-11-22 - 2009-11-28,+177%
2009-11-29 - 2009-12-05,+140%
2009-12-06 - 2009-12-12,+147%
2009-12-13 - 2009-12-19,+147%
2009-12-20 - 2009-12-26,+183%
2009-12-27 - 2010-01-02,+183%
2010-01-03 - 2010-01-09,+153%
2010-01-10 - 2010-01-16,+150%
2010-01-17 - 2010-01-23,+157%
2010-01-24 - 2010-01-30,+147%
2010-01-31 - 2010-02-06,+147%
2010-02-07 - 2010-02-13,+150%
2010-02-14 - 2010-02-20,+153%
2010-02-21 - 2010-02-27,+147%
2010-02-28 - 2010-03-06,+150%
2010-03-07 - 2010-03-13,+150%
2010-03-14 - 2010-03-20,+150%
2010-03-21 - 2010-03-27,+150%
2010-03-28 - 2010-04-03,+163%
2010-04-04 - 2010-04-10,+150%
2010-04-11 - 2010-04-17,+150%
2010-04-18 - 2010-04-24,+157%
2010-04-25 - 2010-05-01,+153%
2010-05-02 - 2010-05-08,+147%
2010-05-09 - 2010-05-15,+150%
2010-05-16 - 2010-05-22,+160%
2010-05-23 - 2010-05-29,+153%
2010-05-30 - 2010-06-05,+173%
2010-06-06 - 2010-06-12,+163%
2010-06-13 - 2010-06-19,+167%
2010-06-20 - 2010-06-26,+170%
2010-06-27 - 2010-07-03,+180%
2010-07-04 - 2010-07-10,+197%
2010-07-11 - 2010-07-17,+190%
2010-07-18 - 2010-07-24,+193%
2010-07-25 - 2010-07-31,+193%
2010-08-01 - 2010-08-07,+197%
2010-08-08 - 2010-08-14,+207%
2010-08-15 - 2010-08-21,+197%
2010-08-22 - 2010-08-28,+187%
2010-08-29 - 2010-09-04,+187%
2010-09-05 - 2010-09-11,+207%
2010-09-12 - 2010-09-18,+193%
2010-09-19 - 2010-09-25,+203%
2010-09-26 - 2010-10-02,+197%
2010-10-03 - 2010-10-09,+210%
2010-10-10 - 2010-10-16,+193%
2010-10-17 - 2010-10-23,+200%
2010-10-24 - 2010-10-30,+200%
2010-10-31 - 2010-11-06,+207%
2010-11-07 - 2010-11-13,+190%
2010-11-14 - 2010-11-20,+197%
2010-11-21 - 2010-11-27,+207%
2010-11-28 - 2010-12-04,+187%
2010-12-05 - 2010-12-11,+187%
2010-12-12 - 2010-12-18,+203%
2010-12-19 - 2010-12-25,+230%
2010-12-26 - 2011-01-01,+233%
2011-01-02 - 2011-01-08,+147%
2011-01-09 - 2011-01-15,+150%
2011-01-16 - 2011-01-22,+150%
2011-01-23 - 2011-01-29,+147%
2011-01-30 - 2011-02-05,+150%
2011-02-06 - 2011-02-12,+143%
2011-02-13 - 2011-02-19,+143%
2011-02-20 - 2011-02-26,+147%
2011-02-27 - 2011-03-05,+133%
2011-03-06 - 2011-03-12,+140%
2011-03-13 - 2011-03-19,+127%
2011-03-20 - 2011-03-26,+127%
2011-03-27 - 2011-04-02,+140%
2011-04-03 - 2011-04-09,+140%
2011-04-10 - 2011-04-16,+133%
2011-04-17 - 2011-04-23,+147%
2011-04-24 - 2011-04-30,+137%
2011-05-01 - 2011-05-07,+133%
2011-05-08 - 2011-05-14,+140%
2011-05-15 - 2011-05-21,+140%
2011-05-22 - 2011-05-28,+140%
2011-05-29 - 2011-06-04,+147%
2011-06-05 - 2011-06-11,+140%
2011-06-12 - 2011-06-18,+147%
2011-06-19 - 2011-06-25,+157%
2011-06-26 - 2011-07-02,+153%
2011-07-03 - 2011-07-09,+157%
2011-07-10 - 2011-07-16,+163%
2011-07-17 - 2011-07-23,+153%
2011-07-24 - 2011-07-30,+163%
2011-07-31 - 2011-08-06,+160%
2011-08-07 - 2011-08-13,+160%
2011-08-14 - 2011-08-20,+163%
2011-08-21 - 2011-08-27,+160%
2011-08-28 - 2011-09-03,+167%
2011-09-04 - 2011-09-10,+163%
2011-09-11 - 2011-09-17,+167%
2011-09-18 - 2011-09-24,+160%
2011-09-25 - 2011-10-01,+160%
2011-10-02 - 2011-10-08,+153%
2011-10-09 - 2011-10-15,+150%
2011-10-16 - 2011-10-22,+153%
2011-10-23 - 2011-10-29,+147%
2011-10-30 - 2011-11-05,+153%
2011-11-06 - 2011-11-12,+153%
2011-11-13 - 2011-11-19,+147%
2011-11-20 - 2011-11-26,+147%
2011-11-27 - 2011-12-03,+140%
2011-12-04 - 2011-12-10,+137%
2011-12-11 - 2011-12-17,+147%
2011-12-18 - 2011-12-24,+160%
2011-12-25 - 2011-12-31,+167%
2012-01-01 - 2012-01-07,+147%
2012-01-08 - 2012-01-14,+140%
2012-01-15 - 2012-01-21,+147%
2012-01-22 - 2012-01-28,+150%
2012-01-29 - 2012-02-04,+147%
2012-02-05 - 2012-02-11,+137%
2012-02-12 - 2012-02-18,+140%
2012-02-19 - 2012-02-25,+143%
2012-02-26 - 2012-03-03,+137%
2012-03-04 - 2012-03-10,+130%
2012-03-11 - 2012-03-17,+140%
2012-03-18 - 2012-03-24,+137%
2012-03-25 - 2012-03-31,+133%
2012-04-01 - 2012-04-07,+140%
2012-04-08 - 2012-04-14,+143%
2012-04-15 - 2012-04-21,+130%
2012-04-22 - 2012-04-28,+137%
2012-04-29 - 2012-05-05,+140%
2012-05-06 - 2012-05-12,+133%
2012-05-13 - 2012-05-19,+133%
2012-05-20 - 2012-05-26,+140%
2012-05-27 - 2012-06-02,+143%
2012-06-03 - 2012-06-09,+143%
2012-06-10 - 2012-06-16,+140%
2012-06-17 - 2012-06-23,+150%
2012-06-24 - 2012-06-30,+150%
2012-07-01 - 2012-07-07,+147%
2012-07-08 - 2012-07-14,+143%
2012-07-15 - 2012-07-21,+143%
2012-07-22 - 2012-07-28,+140%
2012-07-29 - 2012-08-04,+147%
2012-08-05 - 2012-08-11,+137%
2012-08-12 - 2012-08-18,+140%
2012-08-19 - 2012-08-25,+137%
2012-08-26 - 2012-09-01,+133%
2012-09-02 - 2012-09-08,+140%
2012-09-09 - 2012-09-15,+120%
2012-09-16 - 2012-09-22,+127%
2012-09-23 - 2012-09-29,+123%
2012-09-30 - 2012-10-06,+147%
2012-10-07 - 2012-10-13,+160%
2012-10-14 - 2012-10-20,+167%
2012-10-21 - 2012-10-27,+163%
2012-10-28 - 2012-11-03,+173%
2012-11-04 - 2012-11-10,+163%
2012-11-11 - 2012-11-17,+167%
2012-11-18 - 2012-11-24,+173%
2012-11-25 - 2012-12-01,+167%
2012-12-02 - 2012-12-08,+157%
2012-12-09 - 2012-12-15,+167%
2012-12-16 - 2012-12-22,+163%
2012-12-23 - 2012-12-29,+190%
2012-12-30 - 2013-01-05,+173%
2013-01-06 - 2013-01-12,+160%
2013-01-13 - 2013-01-19,+160%
2013-01-20 - 2013-01-26,+163%
2013-01-27 - 2013-02-02,+157%
2013-02-03 - 2013-02-09,+147%
2013-02-10 - 2013-02-16,+160%
2013-02-17 - 2013-02-23,+147%
2013-02-24 - 2013-03-02,+150%
2013-03-03 - 2013-03-09,+147%
2013-03-10 - 2013-03-16,+147%
2013-03-17 - 2013-03-23,+153%
2013-03-24 - 2013-03-30,+150%
2013-03-31 - 2013-04-06,+157%
2013-04-07 - 2013-04-13,+143%
2013-04-14 - 2013-04-20,+137%
2013-04-21 - 2013-04-27,+147%
2013-04-28 - 2013-05-04,+147%
2013-05-05 - 2013-05-11,+147%
2013-05-12 - 2013-05-18,+143%
2013-05-19 - 2013-05-25,+153%
2013-05-26 - 2013-06-01,+167%
2013-06-02 - 2013-06-08,+157%
2013-06-09 - 2013-06-15,+157%
2013-06-16 - 2013-06-22,+160%
2013-06-23 - 2013-06-29,+153%
2013-06-30 - 2013-07-06,+160%
2013-07-07 - 2013-07-13,+160%
2013-07-14 - 2013-07-20,+147%
2013-07-21 - 2013-07-27,+157%
2013-07-28 - 2013-08-03,+147%
2013-08-04 - 2013-08-10,+140%
2013-08-11 - 2013-08-17,+147%
2013-08-18 - 2013-08-24,+137%
2013-08-25 - 2013-08-31,+143%
2013-09-01 - 2013-09-07,+140%
2013-09-08 - 2013-09-14,+123%
2013-09-15 - 2013-09-21,+130%
2013-09-22 - 2013-09-28,+127%
2013-09-29 - 2013-10-05,+117%
2013-10-06 - 2013-10-12,+123%
2013-10-13 - 2013-10-19,+123%
2013-10-20 - 2013-10-26,+127%
2013-10-27 - 2013-11-02,+130%
2013-11-03 - 2013-11-09,+127%
2013-11-10 - 2013-11-16,+127%
2013-11-17 - 2013-11-23,+127%
2013-11-24 - 2013-11-30,+127%
2013-12-01 - 2013-12-07,+110%
2013-12-08 - 2013-12-14,+117%
2013-12-15 - 2013-12-21,+120%
2013-12-22 - 2013-12-28,+140%
2013-12-29 - 2014-01-04,+130%
2014-01-05 - 2014-01-11,+117%
2014-01-12 - 2014-01-18,+117%
2014-01-19 - 2014-01-25,+107%
2014-01-26 - 2014-02-01,+107%
2014-02-02 - 2014-02-08,+113%
2014-02-09 - 2014-02-15,+107%
2014-02-16 - 2014-02-22,+107%
2014-02-23 - 2014-03-01,+107%
2014-03-02 - 2014-03-08,+113%
2014-03-09 - 2014-03-15,+107%
2014-03-16 - 2014-03-22,+103%
2014-03-23 - 2014-03-29,+110%
2014-03-30 - 2014-04-05,+107%
2014-04-06 - 2014-04-12,+110%
2014-04-13 - 2014-04-19,+110%
2014-04-20 - 2014-04-26,+113%
2014-04-27 - 2014-05-03,+110%
2014-05-04 - 2014-05-10,+103%
2014-05-11 - 2014-05-17,+107%
2014-05-18 - 2014-05-24,+110%
2014-05-25 - 2014-05-31,+107%
2014-06-01 - 2014-06-07,+110%
2014-06-08 - 2014-06-14,+107%
2014-06-15 - 2014-06-21,+117%
2014-06-22 - 2014-06-28,+110%
2014-06-29 - 2014-07-05,+110%
2014-07-06 - 2014-07-12,+113%
2014-07-13 - 2014-07-19,+113%
2014-07-20 - 2014-07-26,+117%
2014-07-27 - 2014-08-02,+113%
2014-08-03 - 2014-08-09,+117%
2014-08-10 - 2014-08-16,+107%
2014-08-17 - 2014-08-23,+120%
2014-08-24 - 2014-08-30,+110%
2014-08-31 - 2014-09-06,+107%
2014-09-07 - 2014-09-13,+103%
2014-09-14 - 2014-09-20,+117%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
facebook,100
myspace,10
login facebook,10
twitter,5
tumblr,5
torrent,0
layouts,0
chat,0
wallpaper,0
linkedin,0
myspace layouts,0
club penguin,0
face,0
dating,0
clip art,0
backgrounds,0
my space,0
images,0
plenty of fish,0
hi5,0



Rising searches
club penguin,Breakout
facebook,Breakout
login facebook,Breakout
myspace layouts,Breakout
tumblr,Breakout
twitter,Breakout
plenty of fish,+4,850%
linkedin,+3,800%
myspace,+1,050%
layouts,+170%



